kpi_unit,kpi_formula,kpi_output_type,kpi_source,kpi_name,kpi_id,kpi_category
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - All Other,552,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Ecommerce,553,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - TDA,554,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Wholesale,555,Segment Revenue
,A/B,$,EventVester,Unique visitors - Average monthly unique visitors,556,Unique visitors
units,A,#,EventVester,Units Sold - E-commerce,557,Units Sold
units,A,#,EventVester,Units Sold - TDA,558,Units Sold
units,A,#,EventVester,Units Sold - Wholesale,559,Units Sold
$,A,$,EventVester,"Merchandise Sales - Apparel, Electronics, & Other",560,Merchandise Sales
$,A,$,EventVester,Merchandise Sales - Consumables,561,Merchandise Sales
$,A,$,EventVester,Merchandise Sales - Food,562,Merchandise Sales
$,A,$,EventVester,Merchandise Sales - Furniture,563,Merchandise Sales
$,A,$,EventVester,Merchandise Sales - Hard Home,564,Merchandise Sales
$,A,$,EventVester,Merchandise Sales - Seasonal,565,Merchandise Sales
$,A,$,EventVester,Merchandise Sales - Soft Home,566,Merchandise Sales
%,(A-B)/A,%,EventVester,Revenue - Ecommerce ,567,Revenue
$,A,$,EventVester,Revenue,568,Revenue
$,A,$,EventVester,Revenues by merchandise category - Consumables,569,Revenues by merchandise category
$,A,$,EventVester,"Revenues by merchandise category - Electronics, Toys, & Accessories",570,Revenues by merchandise category
$,A,$,EventVester,Revenues by merchandise category - Food,571,Revenues by merchandise category
$,A,$,EventVester,Revenues by merchandise category - Furniture,572,Revenues by merchandise category
$,A,$,EventVester,Revenues by merchandise category - Hard Home,573,Revenues by merchandise category
$,A,$,EventVester,Revenues by merchandise category - Seasonal,574,Revenues by merchandise category
$,A,$,EventVester,Revenues by merchandise category - Soft Home,575,Revenues by merchandise category
$,A,$,EventVester,Lease Payments - Total Long Term Lease Liabilities,576,Lease Payments
$,A,$,EventVester,Sales - Other Revenue,577,Sales
$,A,$,EventVester,Sales,578,Sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - New store count potential,579,Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Stores - Total Closed or Relocated Stores,580,Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Stores - Total New Stores,581,Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Stores - Total operating stores,582,Stores
$,A-B,$,EventVester,Net Sales by Segment - Construction,583,Net Sales by Segment
%,(A-B)/A,%,EventVester,Net Sales by Segment - Construction,583,Net Sales by Segment
$,A-B,$,EventVester,Net Sales by Segment - Retail Operations,584,Net Sales by Segment
%,(A-B)/A,%,EventVester,Net Sales by Segment - Retail operations,585,Net Sales by Segment
$/sqf,A,$,EventVester,Sales - Retail sales per square foot,586,Sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Total retail store count at end of period,587,Stores
% increase,(A-B)/A,%,EventVester,Comparable store sales,588,Comparable store sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,New stores opened,589,New stores opened
$,A,$,EventVester,Revenue by Type - Non-perishable,590,Revenue by Type
$,A,$,EventVester,Revenue by Type - Perishable,591,Revenue by Type
stores,"SUM(A1,A2,…,An)",$,EventVester,Stores - Stores count,592,Stores
shops,A,#,EventVester,Additional shops - Planning Underway,593,Additional shops
units,A,#,EventVester,Card holders - Kohl's Charge card holders,594,Card holders
%,(A-B)/A,%,EventVester,Customer acquisition - Sephora customers new to Kohl's,595,Customer acquisition
units,A,#,EventVester,Customers - Active Customers,334,Customers
shops,A,#,EventVester,Kohl's shops and comprehensive digital experience - Sephora,596,Kohl's shops and comprehensive digital experience
units,A,#,EventVester,Loyalty Members,597,Loyalty Members
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Accessories,598,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Children's,599,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Footwear,600,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Home,601,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Men's,602,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - MenÃ¢â‚¬â„¢s,603,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Women's,604,Segment Revenue
stores,"COUNT(A1, A2,…,An)",#,EventVester,Store visits,605,Store visits
stores,"SUM(A1,A2,…,An)",$,EventVester,Total stores,606,Total stores
%,(A-B)/A,%,EventVester,User growth - Kohl's App user growth,607,User growth
units,A,#,EventVester,Website visits,608,Website visits
% increase,(A-B)/A,%,EventVester,New customers,609,New customers
,A,$,EventVester,New customers,609,New customers
%,(A-B)/A,%,EventVester,New customers - Through the digital channel,610,New customers
%,(A-B)/A,%,EventVester,New customers  through Digital Channel,611,New customers  through Digital Channel
cust,A,#,EventVester,Number of New Customers,612,Number of New Customers
$,A,$,EventVester,Revenue by Business type - Home/Other,613,Revenue by Business type
$,A,$,EventVester,Revenue by Business type - Men's and Kids',614,Revenue by Business type
$,A,$,EventVester,"Revenue by Business type - Women's Accessories, Intimate Apparel, Shoes, Cosmetics and Fragrances",615,Revenue by Business type
$,A,$,EventVester,Revenue by Business type - Women's Apparel,616,Revenue by Business type
$,"SUM(A1,A2,…,An)",$,EventVester,"Segment Revenue - Credit card revenues, net",617,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Home/Other,618,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Men's and Kids',619,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Net sales,620,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,"Segment Revenue - Women's Accessories, Intimate Apparel, Shoes, Cosmetics and Fragrances",621,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Women's Apparel,622,Segment Revenue
$/store,A-B,$,EventVester,Average Net Sales Per Store,623,Average Net Sales Per Store
stores,"COUNT(A1, A2,…,An)",#,EventVester,Comparable Store Count,624,Comparable Store Count
$,A-B,$,EventVester,Net Sales,625,Net Sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Number of Closed Stores,626,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Number of New Stores,627,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Number of Stores,628,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Number of Stores Open at Beginning of Quarter,629,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Number of Stores Re-Opened,630,Stores
% increase yoy,(A-B)/A,%,EventVester,Comparable Sales - Brand comparable sales,631,Comparable Sales
stores,"SUM(A1,A2,…,An)",$,EventVester,New Stores Openings - Corporate Stores,632,New Stores Openings
stores,"SUM(A1,A2,…,An)",$,EventVester,New Stores Openings - Franchise Stores,633,New Stores Openings
stores,"COUNT(A1, A2,…,An)",#,EventVester,Number of Franchise Stores,634,Number of Franchise Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores - Corporate Stores,635,Number of Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores - Franchise Stores,636,Number of Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores - Halloween City Stores,637,Number of Stores
$,A,$,EventVester,Segment Sales - Net Wholesale,638,Segment Sales
$,A,$,EventVester,Segment Sales - Retail,639,Segment Sales
$,A,$,EventVester,Segment Sales - Wholesale,640,Segment Sales
%,(A-B)/A,%,EventVester,Share of Shelf - Manufacturing Share of Shelf,641,Share of Shelf
%,(A-B)/A,%,EventVester,Share of Shelf - Wholesale Share of Shelf,642,Share of Shelf
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Acquisitions - Corporate Stores,643,Store Acquisitions
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Closures - Corporate Stores,644,Store Closures
stores,"SUM(A1,A2,…,An)",$,EventVester,Store Closures - Franchise Stores,645,Store Closures
stores,"COUNT(A1, A2,…,An)",#,EventVester,Store Count - Grand Total,646,Store Count
stores,A-B,$,EventVester,Store Sales - Franchise Stores Sold to Party City,647,Store Sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - The total number of corporate Party City stores,648,Stores
$,A,$,EventVester,Revenue by Category - Furniture Revenue,649,Revenue by Category
$,A,$,EventVester,Revenue by Category - Non-Furniture Revenue,650,Revenue by Category
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - RH Segment Revenue,651,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Waterworks Revenue,652,Segment Revenue
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Total Galleries,653,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Waterworks Showrooms,654,Stores
$,A,$,EventVester,Revenue by Product Category - Accessories Revenue,655,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Apparel/Footwear Revenue,656,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Bags Revenue,657,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Home Revenue,658,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Other Revenue,659,Revenue by Product Category
$,A,$,EventVester,Revenue by Product Category - Travel Revenue,660,Revenue by Product Category
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Pura Vida Segment Revenue,661,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - VB Direct Segment Revenue,662,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - VB Indirect Segment Revenue,663,Segment Revenue
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Total Stores,46,Stores
%,(A-B)/A,%,EventVester,Customer reach - Customer reach with Drive Up & Go and Home Delivery,664,Customer reach
memberships,A,#,EventVester,Memberships - Loyalty Memberships,665,Memberships
items,A,#,EventVester,New Items launched,666,New Items launched
%,(A-B)/A,%,EventVester,Retention rate - Retention rate with actively engaged members,667,Retention rate
$,A,$,EventVester,Revenue by type - Fuel revenue,668,Revenue by type
$,A,$,EventVester,Revenue by type - Non-perishables revenue,669,Revenue by type
$,A,$,EventVester,Revenue by type - Other revenue,670,Revenue by type
$,A,$,EventVester,Revenue by type - Perishables revenue,671,Revenue by type
$,A,$,EventVester,Revenue by type - Pharmacy revenue,672,Revenue by type
%,(A-B)/A,%,EventVester,Sales growth - Digital sales growth,673,Sales growth
%,(A-B)/A,%,EventVester,Sales growth - Identical sales growth,674,Sales growth
%,(A-B)/A,%,EventVester,Sales growth,675,Sales growth
units,A,#,EventVester,COVID-19 vaccins - COVID-19 vaccine doses administrated,676,COVID-19 vaccins
locations,A,#,EventVester,Delivery locations,677,Delivery locations
$/customer,A,$,EventVester,Delivery price per customer - unlimited delivery price per customer,678,Delivery price per customer
$,SUM(A1+A2+...+An)/n,$,EventVester,Hourly wage - Average hourly wage,679,Hourly wage
%,(A-B)/A,%,EventVester,Kroger households covered,680,Kroger households covered
items,A,#,EventVester,new items launched,681,new items launched
locations,A,#,EventVester,Pickup locations,682,Pickup locations
$,A,$,EventVester,Segment Sales - Convenience stores,683,Segment Sales
$,A,$,EventVester,Segment Sales - Other Sales,684,Segment Sales
$,A,$,EventVester,Segment Sales - Supermarket Fuel Sales,685,Segment Sales
$,A,$,EventVester,Segment Sales - Total sales ,686,Segment Sales
$,A,$,EventVester,Segment Sales - Total sales to retail customers without fuel,687,Segment Sales
$,A,$,EventVester,Segment Sales - Total Sales to Retail Customers without Fuel Sales,688,Segment Sales
$,A,$,EventVester,"Segment Sales - Total Sales to Retail Customers without Fuel, Supermarket Fuel and Other 
Sales",689,Segment Sales
$,A,$,EventVester,Revenue by product category - Dietary supplements revenue,690,Revenue by product category
$,A,$,EventVester,Revenue by product category - Grocery revenue,691,Revenue by product category
$,A,$,EventVester,Revenue by product category - Other revenue,692,Revenue by product category
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Number of new stores,693,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Number of new stores opened,694,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Number of relocated/remodeled,695,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Number of stores relocated/remodeled,696,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Number of relocations/remodels,697,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Average store size,698,Average store size
%,(A-B)/A,%,EventVester,Comparable store sales growth,699,Comparable store sales growth
% decrease,(A-B)/A,%,EventVester,Comparable Store Sales Growth,700,Comparable Store Sales Growth
% increase,(A-B)/A,%,EventVester,Comparable Store Sales Growth,700,Comparable Store Sales Growth
%,"COUNT(A1, A2,…,An)",%,EventVester,New Store Openings - Annual Unit Growth,701,New Store Openings
stores,"SUM(A1,A2,…,An)",$,EventVester,New Store Openings - Unit Growth,702,New Store Openings
stores,"COUNT(A1, A2,…,An)",$,EventVester,Number of Stores,703,Number of Stores
$,A,$,EventVester,Revenue - Non-Perishables,704,Revenue
$,A/B,$,EventVester,Revenue - Perishables,705,Revenue
stores,"COUNT(A1, A2,…,An)",$,EventVester,Store Closures,706,Store Closures
stores,"COUNT(A1, A2,…,An)",$,EventVester,Store Relocations,707,Store Relocations
stores,"COUNT(A1, A2,…,An)",$,EventVester,Total Number of Stores,708,Total Number of Stores
units,(A-B)/A,%,EventVester,Unit growth,709,Unit growth
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Food Distribution Revenue,710,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Military Revenue,711,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Retail Revenue,712,Segment Revenues
$,A,$,EventVester,Sub Segment Revenue by Category - Center store Revenue,713,Sub Segment Revenue by Category
$,A,$,EventVester,Sub Segment Revenue by Category - Fresh Revenue,714,Sub Segment Revenue by Category
$,A,$,EventVester,Sub Segment Revenue by Category - Fuel Revenue,715,Sub Segment Revenue by Category
$,A,$,EventVester,Sub Segment Revenue by Category - Individuals Revenue,716,Sub Segment Revenue by Category
$,A,$,EventVester,"Sub Segment Revenue by Category - Manufacturers, brokers and distributors Revenue",717,Sub Segment Revenue by Category
$,A,$,EventVester,Sub Segment Revenue by Category - Non-food Revenue,718,Sub Segment Revenue by Category
$,A,$,EventVester,Sub Segment Revenue by Category - Other Revenue,719,Sub Segment Revenue by Category
$,A,$,EventVester,Sub Segment Revenue by Category - Other Revenue from products,720,Sub Segment Revenue by Category
$,A,$,EventVester,Sub Segment Revenue by Category - Retailers Revenue,721,Sub Segment Revenue by Category
%,(A-B)/A,%,EventVester,Fleet Optimization,722,Fleet Optimization
%,(A-B)/A,%,EventVester,Net Sales - Non Core Banner Net Sales,723,Net Sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,No of Stores - Stores Closed,724,No of Stores
%,(A-B)/A,%,EventVester,Sales Penetration - Digital Sales Penetration,725,Sales Penetration
users,A,#,EventVester,Website - Visits to Website,726,Website
%,(A-B)/A,%,EventVester,Net Sales - Accent decor,727,Net Sales
%,(A-B)/A,%,EventVester,Net Sales - Home furnishings,728,Net Sales
%,(A-B)/A,%,EventVester,Net Sales - Other,729,Net Sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Total stores,730,Stores
$,A-B,$,EventVester,Net Sales by Channel - Internet Net Sales,731,Net Sales by Channel
$,A-B,$,EventVester,Net Sales by Channel - Other Net Sales,732,Net Sales by Channel
$,A-B,$,EventVester,Net Sales by Channel - Showrooms Net Sales,733,Net Sales by Channel
$,A-B,$,EventVester,Net Sales by Product - Accessories Net Sales,734,Net Sales by Product
$,A-B,$,EventVester,Net Sales by Product - Other Net Sales,735,Net Sales by Product
$,A-B,$,EventVester,Net Sales by Product - Sacs Net Sales,736,Net Sales by Product
$,A-B,$,EventVester,Net Sales by Product - Sactionals Net Sales,737,Net Sales by Product
stores,"COUNT(A1, A2,…,An)",#,EventVester,Showroom Count - Ending Showroom Count,738,Showroom Count
sqf/store,SUM(A1+A2+...+An)/n,A,EventVester,"Average Leased Square
Footage Per Store",739,"Average Leased Square
Footage Per Store"
stores,"COUNT(A1, A2,…,An)",#,EventVester,Closings Store Count,740,Closings Store Count
stores,"COUNT(A1, A2,…,An)",#,EventVester,Openings Store Count,741,Openings Store Count
$,A,$,EventVester,Revenue by Brand - Other,742,Revenue by Brand
$,A,$,EventVester,Revenue by Brand - Pottery Barn,743,Revenue by Brand
$,A,$,EventVester,Revenue by Brand - Pottery Barn Kids and Teen,744,Revenue by Brand
$,A,$,EventVester,Revenue by Brand - West Elm,745,Revenue by Brand
$,A,$,EventVester,Revenue by Brand - Williams Sonoma,746,Revenue by Brand
stores,"COUNT(A1, A2,…,An)",#,EventVester,Total Store Count,747,Total Store Count
$,A,$,EventVester,"Revenue by Category - Gypsum, roofing & insulation",748,Revenue by Category
$,A,$,EventVester,Revenue by Category - Lumber & lumber sheet goods,749,Revenue by Category
$,A,$,EventVester,Revenue by Category - Manufactured products,750,Revenue by Category
$,A,$,EventVester,Revenue by Category - Other building products & services,751,Revenue by Category
$,A,$,EventVester,"Revenue by Category - Siding, metal & concrete products",752,Revenue by Category
$,A,$,EventVester,"Revenue by Category - Windows, doors & millwork",753,Revenue by Category
$,A,$,EventVester,Revenue By Type - Adjacent categories,754,Revenue By Type
$,A,$,EventVester,Revenue By Type - Decorative accessories / wall tile,755,Revenue By Type
$,A,$,EventVester,Revenue By Type - Installation materials and tools,756,Revenue By Type
$,A,$,EventVester,Revenue By Type - Laminate / luxury vinyl plank,757,Revenue By Type
$,A,$,EventVester,Revenue By Type - Natural stone,758,Revenue By Type
$,A,$,EventVester,Revenue By Type - Other,759,Revenue By Type
$,A,$,EventVester,Revenue By Type - Tile,760,Revenue By Type
$,A,$,EventVester,Revenue By Type - Wood,761,Revenue By Type
stores,"SUM(A1,A2,…,An)",$,EventVester,Stores - New warehouse stores,762,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - new warehouse-format stores,763,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - warehouse stores operating,764,Stores
Studios,A,$,EventVester,Studios - Design studios,765,Studios
$,A,$,EventVester,Average ticket,766,Average ticket
% increase,(A-B)/A,%,EventVester,Average Ticket - Change in Average Ticket,767,Average Ticket
% increase yoy,(A-B)/A,%,EventVester,Big Ticket Sales,768,Big Ticket Sales
% increase yoy,,%,EventVester,Comparable Average Ticket,769,Comparable Average Ticket
% increase,(A-B)/A,%,EventVester,Comparable Sales - Change in Comparable Sales,770,Comparable Sales
%,(A-B)/A,%,EventVester,Comparable sales - Total comparable sales,771,Comparable sales
% increase yoy,(A-B)/A,%,EventVester,Comparable Store Sales,772,Comparable Store Sales
% decrease yoy,(A-B)/A,%,EventVester,Comparable Transactions,773,Comparable Transactions
% increase yoy,(A-B)/A,%,EventVester,Comparable Transactions,773,Comparable Transactions
% decrease,(A-B)/A,%,EventVester,Customer Transactions - Comparable Customer Transactions,774,Customer Transactions
$,(A-B)/A,$,EventVester,Customer Transactions,775,Customer Transactions
,(A-B)/A,$,EventVester,Customer transactions - Customer transactions (in millions),776,Customer transactions
$,A-B,$,EventVester,Geographic Net Sales - Outside the U.S. Net Sales,777,Geographic Net Sales
$,A-B,$,EventVester,Geographic Net Sales - U.S. Net Sales,778,Geographic Net Sales
$,A-B,$,EventVester,Geographic Sales - Outside the U.S. Net Sales,779,Geographic Sales
$,A-B,$,EventVester,Geographic Sales - U.S. Net Sales,780,Geographic Sales
$,A-B,$,EventVester,Net sales by major product lines - Building Materials Net Sales,781,Net sales by major product lines
$,A-B,$,EventVester,Net sales by major product lines - Decor Net Sales,782,Net sales by major product lines
$,A-B,$,EventVester,Net sales by major product lines - Hardlines Net Sales,783,Net sales by major product lines
$,A-B,$,EventVester,Net sales by products - Products Net Sales,784,Net sales by products
$,A-B,$,EventVester,Net sales by Services - Services Net Sales,785,Net sales by Services
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores,703,Number of Stores
%,(A-B)/A,%,EventVester,Online Sales,786,Online Sales
% increase yoy,(A-B)/A,%,EventVester,Online Sales,786,Online Sales
%,A,%,EventVester,ROIC - (ROIC) Return on Invested Capital,787,ROIC
% increase yoy,A,%,EventVester,ROIC - (ROIC) Return on Invested Capital,787,ROIC
$/sqf,A,$,EventVester,Sales per square foot,788,Sales per square foot
$,A-B,$,EventVester,Segment Sales - Building Materials Net Sales,789,Segment Sales
$,A-B,$,EventVester,Segment Sales - Decor Net Sales,790,Segment Sales
$,A-B,$,EventVester,Segment Sales - Hardlines Net Sales,791,Segment Sales
$,A,$,EventVester,Segment Sales - Online Sales,792,Segment Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Sales - Online Sales,792,Segment Sales
$,A-B,$,EventVester,Segment Sales - Products Net Sales,793,Segment Sales
$,A-B,$,EventVester,Segment Sales - Services Net Sales,794,Segment Sales
$,(A-B)/A,$,EventVester,Average Ticket - Change in Average Ticket,767,Average Ticket
%,(A-B)/A,%,EventVester,Comparable Sales - Change in Comparable Sales,770,Comparable Sales
transactions,A,$,EventVester,Customer Transactions - Total Customer Transactions,795,Customer Transactions
$,A,$,EventVester,Geographical Sales - Canada Sales,796,Geographical Sales
$,A,$,EventVester,Geographical Sales - International Sales,797,Geographical Sales
$,A,$,EventVester,Geographical Sales - United States	,798,Geographical Sales
$,A,$,EventVester,Merchandise Sales - Building Products Sales,799,Merchandise Sales
$,A,$,EventVester,Merchandise Sales - Hardlines Sales,800,Merchandise Sales
$,A,$,EventVester,Merchandise Sales - Home Decor Sales,801,Merchandise Sales
$,A,$,EventVester,Merchandise Sales - Other Sales,802,Merchandise Sales
$,A-B,$,EventVester,Net sales,803,Net sales
$,A-B,$,EventVester,Net sales - Other,804,Net sales
$,A-B,$,EventVester,Net sales - Products,805,Net sales
$,A-B,$,EventVester,Net sales - Services,806,Net sales
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores - Company-Operated Stores,807,Number of Stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Number of Stores - Dealer-Operated Stores,808,Number of Stores
homes,A,#,EventVester,Operations - Home improved in number,809,Operations
sqf,A,A,EventVester,Operations - Home improved in square feet,810,Operations
,A,$,EventVester,Sales Floor Square Feet,811,Sales Floor Square Feet
$,A,$,EventVester,Segment sales - Other Sales,812,Segment sales
$,A,$,EventVester,Segment sales - Products Sales,813,Segment sales
$,A,$,EventVester,Segment sales - Services Sales,814,Segment sales
stores,SUM(A1+A2+...+An)/n,$,EventVester,Store Size - Average Store Size Selling Square Feet ,815,Store Size
clus,A,#,EventVester,Operating clubs - Total operating clubs,816,Operating clubs
%,"SUM(A1,A2,…,An)",%,EventVester,Segment Revenue - Gasoline and Other,817,Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Segment Revenue - General Merchandise & Services,818,Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Segment Revenue - Grocery,819,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Membership fee income,820,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Net Sales,821,Segment Revenue
%,(A-B)/A,%,EventVester,Fuel - Fuel gallons on a same-store basis,822,Fuel
stores,A,$,EventVester,New Stores - Acquisitions,823,New Stores
stores,A,$,EventVester,New stores - Construction,824,New stores
stores,A,$,EventVester,No. Of Stores,825,No. Of Stores
$,A,$,EventVester,Sales by Category - Fuel Sales,826,Sales by Category
$,A,$,EventVester,Sales by Category - Grocery & Other Merchandise Sales,827,Sales by Category
$,A,$,EventVester,Sales by Category - Other Sales,828,Sales by Category
$,A,$,EventVester,Sales by Category - Prepared Food & Fountain Sales,829,Sales by Category
$,A,$,EventVester,Segment Sales - Fuel Sales,830,Segment Sales
$,A,$,EventVester,Segment Sales - Grocery & Other Merchandise Sales,831,Segment Sales
$,A,$,EventVester,Segment Sales - Prepared Food & Fountain Sales,832,Segment Sales
cardholders,A,$,EventVester,Cardholders - Total Cardholders,833,Cardholders
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenue - Revenue from Canadian Operations,834,Geographic Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenue - Revenue from Other International Operations,835,Geographic Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenue - Revenue from United States Operations,836,Geographic Revenue
,A,$,EventVester,Members - Household Members,837,Members
$,A,$,EventVester,Membership Fee Income,838,Membership Fee Income
%,(A-B)/A,%,EventVester,Renewal Rate,839,Renewal Rate
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Membership fees revenue,840,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-segment Revenue - Net sales from Ancillary,841,Sub-segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-segment Revenue - Net sales from Ancillary and other,842,Sub-segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-segment Revenue - Net sales from Food and Sundries,843,Sub-segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-segment Revenue - Net sales from Fresh Foods,844,Sub-segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-segment Revenue - Net sales from Hardlines,845,Sub-segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-segment Revenue - Net sales from Softlines,846,Sub-segment Revenue
Warehouses,A,$,EventVester,Warehouses - No. of Warehouses,847,Warehouses
% increase,(A-B)/A,%,EventVester,Digital Comparable Sales,848,Digital Comparable Sales
$,A,$,EventVester,Other - Other Revenue,849,Other
% of revenue,(A-B)/A,%,EventVester,Product Net Sales - Target Credit Card,850,Product Net Sales
% of revenue,(A-B)/A,%,EventVester,Product Net Sales - Target Debit Card,851,Product Net Sales
$,A,$,EventVester,Revenue from other sources - Apparel and accessories,852,Revenue from other sources
$,A,$,EventVester,Revenue from other sources - Beauty and household essentials,853,Revenue from other sources
$,A,$,EventVester,Revenue from other sources - Credit card profit sharing,854,Revenue from other sources
$,A,$,EventVester,Revenue from other sources - Food and beverage,855,Revenue from other sources
$,A,$,EventVester,Revenue from other sources - Hardlines,856,Revenue from other sources
$,A,$,EventVester,Revenue from other sources - Home furnishings and decor,857,Revenue from other sources
$,A,$,EventVester,Revenue from other sources - Other Revenue,858,Revenue from other sources
$,A,$,EventVester,Revenue from other sources - Others,859,Revenue from other sources
% increase,(A-B)/A,%,EventVester,Same-day services,860,Same-day services
% of revenue,A-B,R,EventVester,Segment Net Sales - Comparable sales growth in Signature Categories,861,Segment Net Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Net Sales - Digital comparable sales,862,Segment Net Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Net Sales - Digitally originated comparable sales change,863,Segment Net Sales
% of revenue,(A-B)/A,%,EventVester,Segment Net Sales - Sales by Digitally originated,864,Segment Net Sales
% of revenue,(A-B)/A,%,EventVester,Segment Net Sales - Sales by Stores Originated,865,Segment Net Sales
% increase yoy,(A-B)/A,%,EventVester,"Segment Net Sales - Same-day services (Order Pick Up, Drive Up and Shipt)",866,Segment Net Sales
% of digital sales,(A-B)/A,%,EventVester,"Segment Net Sales - Same-day services (Order Pick Up, Drive Up and Shipt)",866,Segment Net Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Net Sales - Stores originated channel comparable sales,867,Segment Net Sales
