var_a_type,var_a_name,var_b_type,var_b_name,kpi_name,kpi_id,kpi_category
A,Average Visitors,,,Average monthly unique visitors,533,Average monthly unique visitors
A,Average Visitors,,,Average monthly unique visitors,533,Average monthly unique visitors
A,Average Segment Selling Price,,,Average selling price- By segment - Ecommerce,534,Average selling price- By segment
A,Average Segment Selling Price,,,Average selling price- By segment - Wholesale,535,Average selling price- By segment
A,ASPs,,,Ecommerce ASP,536,Ecommerce ASP
A,eCommerce Units,,,Ecommerce Units,537,Ecommerce Units
A,vehicles,,,Ecommerce vehicles available for sale,538,Ecommerce vehicles available for sale
A,Unit Segment Gross Profit,A/B,Units,Gross Profit per Unit by segment - Ecommerce Gross Profit per Unit,539,Gross Profit per Unit by segment
A,Unit Segment Gross Profit,A/B,Segment Revenue previous period,Gross Profit per Unit by segment - Other Gross Profit per Unit,540,Gross Profit per Unit by segment
A,Unit Segment Gross Profit,A/B,Segment Revenue previous period,Gross Profit per Unit by segment - Wholesale Gross Profit per Unit,541,Gross Profit per Unit by segment
,Regional Hubs,,,Number of regional hubs,542,Number of regional hubs
Ai,Segment Net Revenue,n,Number of Segments,"Segment Revenue - Ecommerce revenue, net",543,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Other revenue,544,Segment Revenue
Ai,Segment Vehicle Revenue,n,Number of Segments,Segment Revenue - Wholesale vehicle revenue,545,Segment Revenue
A,Total sold,,,Total units sold,546,Total units sold
A,Segment sold,A ,0,Units sold by segment - Ecommerce units,547,Units sold by segment
A,Segment sold,A ,0,Units sold by segment - Wholesale units,548,Units sold by segment
A,Segment sold,A ,0,Units sold- By segment - Ecommerce,549,Units sold- By segment
A,Segment sold,A ,0,Units sold- By segment - Wholesale,550,Units sold- By segment
A,ASPs,,,Wholesale ASP,551,Wholesale ASP
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - All Other,552,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Ecommerce,553,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - TDA,554,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Wholesale,555,Segment Revenue
A,Average Visitors,B,Time Periods,Unique visitors - Average monthly unique visitors,556,Unique visitors
,sold eCommerce,,,Units Sold - E-commerce,557,Units Sold
,sold TDA,,,Units Sold - TDA,558,Units Sold
,sold Wholesale,,,Units Sold - Wholesale,559,Units Sold
A,Merchandise Sales,,,"Merchandise Sales - Apparel, Electronics, & Other",560,Merchandise Sales
A,Merchandise Sales,,,Merchandise Sales - Consumables,561,Merchandise Sales
A,Merchandise Sales,,,Merchandise Sales - Food,562,Merchandise Sales
A,Merchandise Sales,,,Merchandise Sales - Furniture,563,Merchandise Sales
A,Merchandise Sales,,,Merchandise Sales - Hard Home,564,Merchandise Sales
A,Merchandise Sales,,,Merchandise Sales - Seasonal,565,Merchandise Sales
A,Merchandise Sales,,,Merchandise Sales - Soft Home,566,Merchandise Sales
A,Revenue - eCommerce,B,Revenue - eCommerce previous period,Revenue - Ecommerce ,567,Revenue
A,Revenue,,,Revenue,568,Revenue
A,Sum of Revenue,,,Revenues by merchandise category - Consumables,569,Revenues by merchandise category
A,Revenue,,,"Revenues by merchandise category - Electronics, Toys, & Accessories",570,Revenues by merchandise category
A,Revenue,,,Revenues by merchandise category - Food,571,Revenues by merchandise category
A,Revenue,,,Revenues by merchandise category - Furniture,572,Revenues by merchandise category
A,Revenue,,,Revenues by merchandise category - Hard Home,573,Revenues by merchandise category
A,Revenue,,,Revenues by merchandise category - Seasonal,574,Revenues by merchandise category
A,Revenue,,,Revenues by merchandise category - Soft Home,575,Revenues by merchandise category
A,Total Lease Payments,,,Lease Payments - Total Long Term Lease Liabilities,576,Lease Payments
A,Sales Revenue,,,Sales - Other Revenue,577,Sales
A,Sales,,,Sales,578,Sales
Ai,New Stores Count,n,Number of Stores,Stores - New store count potential,579,Stores
Ai,Total Stores,n,Number of Stores,Stores - Total Closed or Relocated Stores,580,Stores
Ai,Total New Stores,n,Number of Stores,Stores - Total New Stores,581,Stores
Ai,Total Stores,n,Number of Stores,Stores - Total operating stores,582,Stores
A,Segment Net Sales,B,Segment Revenue previous period,Net Sales by Segment - Construction,583,Net Sales by Segment
A,Segment Net Sales,B,Sales previous period,Net Sales by Segment - Construction,583,Net Sales by Segment
A,Segment Net Sales,B,Segment Revenue previous period,Net Sales by Segment - Retail Operations,584,Net Sales by Segment
A,Segment Net Sales,B,Sales previous period,Net Sales by Segment - Retail operations,585,Net Sales by Segment
A,per Unit Sales,,,Sales - Retail sales per square foot,586,Sales
Ai,Total per Unit Stores Count,n,Number of Stores,Stores - Total retail store count at end of period,587,Stores
A,Stores Sales,B,Sales previous period,Comparable store sales,588,Comparable store sales
Ai,New Stores,n,Number of Stores,New stores opened,589,New stores opened
A,Revenue,,,Revenue by Type - Non-perishable,590,Revenue by Type
A,per Unit Revenue,,,Revenue by Type - Perishable,591,Revenue by Type
Ai,Stores Count,n,Number of Stores,Stores - Stores count,592,Stores
A,Additional shops,,,Additional shops - Planning Underway,593,Additional shops
A,Card holders,,,Card holders - Kohl's Charge card holders,594,Card holders
A,New Customers,B,New Customers previous period,Customer acquisition - Sephora customers new to Kohl's,595,Customer acquisition
A,Customers,,,Customers - Active Customers,334,Customers
A,Digital Experience Customers,,,Kohl's shops and comprehensive digital experience - Sephora,596,Kohl's shops and comprehensive digital experience
A,Members,,,Loyalty Members,597,Loyalty Members
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Accessories,598,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Children's,599,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Footwear,600,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Home,601,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Men's,602,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - MenÃ¢â‚¬â„¢s,603,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Other revenue,544,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Women's,604,Segment Revenue
Ai,Stores,n,Number of Stores,Store visits,605,Store visits
Ai,Total Stores,n,Number of Stores,Total stores,606,Total stores
A,,B,Users previous period,User growth - Kohl's App user growth,607,User growth
A,Website Visits,,,Website visits,608,Website visits
A,New Customers,B,New Customers previous period,New customers,609,New customers
A,New Customers,,,New customers,609,New customers
A,New Customers,B,New Customers previous period,New customers - Through the digital channel,610,New customers
A,New Customers,B,Channel,New customers  through Digital Channel,611,New customers  through Digital Channel
A,New Customers,,,Number of New Customers,612,Number of New Customers
A,Revenue,,,Revenue by Business type - Home/Other,613,Revenue by Business type
A,Revenue,,,Revenue by Business type - Men's and Kids',614,Revenue by Business type
A,Revenue,,,"Revenue by Business type - Women's Accessories, Intimate Apparel, Shoes, Cosmetics and Fragrances",615,Revenue by Business type
A,Revenue,,,Revenue by Business type - Women's Apparel,616,Revenue by Business type
Ai,Segment Net Revenue,n,Number of Segments,"Segment Revenue - Credit card revenues, net",617,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Home/Other,618,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Men's and Kids',619,Segment Revenue
Ai,Segment Net Sales Revenue,n,Number of Segments,Segment Revenue - Net sales,620,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,"Segment Revenue - Women's Accessories, Intimate Apparel, Shoes, Cosmetics and Fragrances",621,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Women's Apparel,622,Segment Revenue
A,Average Net per Unit Stores Sales,B,Stores,Average Net Sales Per Store,623,Average Net Sales Per Store
Ai,Stores Count,n,Number of Stores,Comparable Store Count,624,Comparable Store Count
A,Net Sales,B,Previous Period Sales,Net Sales,625,Net Sales
Ai,Stores,n,Number of Stores,Stores - Number of Closed Stores,626,Stores
Ai,New Stores,n,Number of Stores,Stores - Number of New Stores,627,Stores
Ai,Stores,n,Number of Stores,Stores - Number of Stores,628,Stores
Ai,Stores,n,Number of Stores,Stores - Number of Stores Open at Beginning of Quarter,629,Stores
Ai,Stores,n,Number of Stores,Stores - Number of Stores Re-Opened,630,Stores
A,Sales,B,Sales previous period,Comparable Sales - Brand comparable sales,631,Comparable Sales
Ai,New Stores Openings,n,Number of Stores,New Stores Openings - Corporate Stores,632,New Stores Openings
Ai,New Stores Franchise Openings,n,Number of Stores,New Stores Openings - Franchise Stores,633,New Stores Openings
Ai,Stores Franchise,n,Number of Stores,Number of Franchise Stores,634,Number of Franchise Stores
Ai,Stores,n,Number of Stores,Number of Stores - Corporate Stores,635,Number of Stores
Ai,Stores Franchise,n,Number of Stores,Number of Stores - Franchise Stores,636,Number of Stores
Ai,Stores,n,Number of Stores,Number of Stores - Halloween City Stores,637,Number of Stores
A,Segment Net Sales,,,Segment Sales - Net Wholesale,638,Segment Sales
A,Segment Sales,,,Segment Sales - Retail,639,Segment Sales
A,Segment Sales,,,Segment Sales - Wholesale,640,Segment Sales
A,Manufacturing Share,B,Manufacturing Share previous period,Share of Shelf - Manufacturing Share of Shelf,641,Share of Shelf
A,Wholesale Share,B,Wholesale Share previous period,Share of Shelf - Wholesale Share of Shelf,642,Share of Shelf
Ai,Stores,n,Number of Stores,Store Acquisitions - Corporate Stores,643,Store Acquisitions
Ai,Stores Closures,n,Number of Stores,Store Closures - Corporate Stores,644,Store Closures
Ai,Stores Franchise Closures,n,Number of Stores,Store Closures - Franchise Stores,645,Store Closures
Ai,Total Stores Count,n,Number of Stores,Store Count - Grand Total,646,Store Count
A,Stores Franchise Sales sold,B,Stores,Store Sales - Franchise Stores Sold to Party City,647,Store Sales
Ai,Total Stores,n,Number of Stores,Stores - The total number of corporate Party City stores,648,Stores
A,Revenue,,,Revenue by Category - Furniture Revenue,649,Revenue by Category
A,Revenue,,,Revenue by Category - Non-Furniture Revenue,650,Revenue by Category
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - RH Segment Revenue,651,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Waterworks Revenue,652,Segment Revenue
Ai,Total Stores Galleries,n,Number of Stores,Stores - Total Galleries,653,Stores
Ai,Stores Showrooms,n,Number of Stores,Stores - Waterworks Showrooms,654,Stores
A,Revenue,,,Revenue by Product Category - Accessories Revenue,655,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Apparel/Footwear Revenue,656,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Bags Revenue,657,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Home Revenue,658,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Other Revenue,659,Revenue by Product Category
A,Revenue,,,Revenue by Product Category - Travel Revenue,660,Revenue by Product Category
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Pura Vida Segment Revenue,661,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - VB Direct Segment Revenue,662,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - VB Indirect Segment Revenue,663,Segment Revenue
Ai,Total Stores,n,Number of Stores,Stores - Total Stores,46,Stores
A,Customers,B,Customers previous period,Customer reach - Customer reach with Drive Up & Go and Home Delivery,664,Customer reach
A,Members,,,Memberships - Loyalty Memberships,665,Memberships
A,New Items Launched,,,New Items launched,666,New Items launched
A,Members,B,Member previous period,Retention rate - Retention rate with actively engaged members,667,Retention rate
A,Revenue,,,Revenue by type - Fuel revenue,668,Revenue by type
A,Revenue,,,Revenue by type - Non-perishables revenue,669,Revenue by type
A,Revenue,,,Revenue by type - Other revenue,670,Revenue by type
A,per Unit Revenue,,,Revenue by type - Perishables revenue,671,Revenue by type
A,Revenue,,,Revenue by type - Pharmacy revenue,672,Revenue by type
A,Sales,B,Sales previous period,Sales growth - Digital sales growth,673,Sales growth
A,Sales,B,Sales previous period,Sales growth - Identical sales growth,674,Sales growth
A,Sales,B,Sales previous period,Sales growth,675,Sales growth
A,Doses,,,COVID-19 vaccins - COVID-19 vaccine doses administrated,676,COVID-19 vaccins
A,Locations,,,Delivery locations,677,Delivery locations
A,per Unit Customers Price,,,Delivery price per customer - unlimited delivery price per customer,678,Delivery price per customer
Ai,Average,n,Number of Employees,Hourly wage - Average hourly wage,679,Hourly wage
A,Households,B,Households pervious period,Kroger households covered,680,Kroger households covered
A,New Items,,,new items launched,681,new items launched
A,Locations,,,Pickup locations,682,Pickup locations
A,Segment Stores Sales,,,Segment Sales - Convenience stores,683,Segment Sales
A,Segment Sales,,,Segment Sales - Other Sales,684,Segment Sales
A,Segment Sales,,,Segment Sales - Supermarket Fuel Sales,685,Segment Sales
A,Segment Total Sales,,,Segment Sales - Total sales ,686,Segment Sales
A,Segment Total Customers Sales,,,Segment Sales - Total sales to retail customers without fuel,687,Segment Sales
A,Segment Total Customers Sales,,,Segment Sales - Total Sales to Retail Customers without Fuel Sales,688,Segment Sales
A,Segment Total Customers Sales,,,"Segment Sales - Total Sales to Retail Customers without Fuel, Supermarket Fuel and Other 
Sales",689,Segment Sales
A,Revenue,,,Revenue by product category - Dietary supplements revenue,690,Revenue by product category
A,Revenue,,,Revenue by product category - Grocery revenue,691,Revenue by product category
A,Revenue,,,Revenue by product category - Other revenue,692,Revenue by product category
Ai,New Stores,n,Number of Stores,Stores - Number of new stores,693,Stores
Ai,New Stores,n,Number of Stores,Stores - Number of new stores opened,694,Stores
Ai,Stores,n,Number of Stores,Stores - Number of relocated/remodeled,695,Stores
Ai,Stores,n,Number of Stores,Stores - Number of stores relocated/remodeled,696,Stores
Ai,Stores Locations,n,Number of Stores,Stores - Number of relocations/remodels,697,Stores
Ai,Total Stores Count,n,Number of Stores,Stores - Total store count,147,Stores
Ai,Average Stores,n,Number of Stores,Average store size,698,Average store size
A,Stores Sales,B,Sales previous period,Comparable store sales growth,699,Comparable store sales growth
A,Stores Sales,B,Sales previous period,Comparable Store Sales Growth,700,Comparable Store Sales Growth
A,Stores Sales,B,Sales previous period,Comparable Store Sales Growth,700,Comparable Store Sales Growth
Ai,New Stores Openings,n,Number of Stores,New Store Openings - Annual Unit Growth,701,New Store Openings
Ai,New Stores Openings,n,Number of Stores,New Store Openings - Unit Growth,702,New Store Openings
Ai,Stores,n,Number of Stores,Number of Stores,703,Number of Stores
A,Revenue,,,Revenue - Non-Perishables,704,Revenue
A,per Unit Revenue,B,Units,Revenue - Perishables,705,Revenue
Ai,Stores Closures,n,Number of Stores,Store Closures,706,Store Closures
Ai,Stores Locations,n,Number of Stores,Store Relocations,707,Store Relocations
Ai,Total Stores,n,Number of Total Stores,Total Number of Stores,708,Total Number of Stores
A,Unit Growth,B,Unit Growth previous period,Unit growth,709,Unit growth
Ai,Segment Revenue,n,Number of Segments,Segment Revenues - Food Distribution Revenue,710,Segment Revenues
Ai,Segment Revenue,n,Number of Segments,Segment Revenues - Military Revenue,711,Segment Revenues
Ai,Segment Revenue,n,Number of Segments,Segment Revenues - Retail Revenue,712,Segment Revenues
A,Segment Stores Revenue,,,Sub Segment Revenue by Category - Center store Revenue,713,Sub Segment Revenue by Category
A,Segment Revenue,,,Sub Segment Revenue by Category - Fresh Revenue,714,Sub Segment Revenue by Category
A,Segment Revenue,,,Sub Segment Revenue by Category - Fuel Revenue,715,Sub Segment Revenue by Category
A,Segment Revenue,,,Sub Segment Revenue by Category - Individuals Revenue,716,Sub Segment Revenue by Category
A,Segment Revenue,,,"Sub Segment Revenue by Category - Manufacturers, brokers and distributors Revenue",717,Sub Segment Revenue by Category
A,Segment Revenue,,,Sub Segment Revenue by Category - Non-food Revenue,718,Sub Segment Revenue by Category
A,Segment Revenue,,,Sub Segment Revenue by Category - Other Revenue,719,Sub Segment Revenue by Category
A,Segment Revenue,,,Sub Segment Revenue by Category - Other Revenue from products,720,Sub Segment Revenue by Category
A,Segment Revenue,,,Sub Segment Revenue by Category - Retailers Revenue,721,Sub Segment Revenue by Category
A,Fleet,B,Fleet Size previous period,Fleet Optimization,722,Fleet Optimization
A,Net Sales,B,Sales previous period,Net Sales - Non Core Banner Net Sales,723,Net Sales
Ai,Stores,n,Number of Stores,No of Stores - Stores Closed,724,No of Stores
Ai,Stores,n,Number of Stores,No of Stores - Stores Closed,724,No of Stores
A,Net Sales,B,Sales previous period,Sales Penetration - Digital Sales Penetration,725,Sales Penetration
A,Website Visits,,,Website - Visits to Website,726,Website
A,Net Sales,B,Sales previous period,Net Sales - Accent decor,727,Net Sales
A,Net Sales,B,Sales previous period,Net Sales - Home furnishings,728,Net Sales
A,Net Sales,B,Sales previous period,Net Sales - Other,729,Net Sales
Ai,Total Stores,n,Number of Stores,Stores - Total stores,730,Stores
A,Net Sales,B,Sales previous period,Net Sales by Channel - Internet Net Sales,731,Net Sales by Channel
A,Net Sales,B,Sales previous period,Net Sales by Channel - Other Net Sales,732,Net Sales by Channel
A,Net Sales,B,Sales previous period,Net Sales by Channel - Showrooms Net Sales,733,Net Sales by Channel
A,Net Sales,B,Sales previous period,Net Sales by Product - Accessories Net Sales,734,Net Sales by Product
A,Net Sales,B,Sales previous period,Net Sales by Product - Accessories Net Sales,734,Net Sales by Product
A,Net Sales,B,Sales previous period,Net Sales by Product - Other Net Sales,735,Net Sales by Product
A,Net Sales,B,Sales previous period,Net Sales by Product - Sacs Net Sales,736,Net Sales by Product
A,Net Sales,B,Sales previous period,Net Sales by Product - Sactionals Net Sales,737,Net Sales by Product
Ai,Count,n,Number of Total Showrooms,Showroom Count - Ending Showroom Count,738,Showroom Count
Ai,Average per Unit Stores,n,Number of Stores,"Average Leased Square
Footage Per Store",739,"Average Leased Square
Footage Per Store"
Ai,Average per Unit Stores,n,Number of Stores,"Average Leased Square
Footage Per Store",739,"Average Leased Square
Footage Per Store"
Ai,Stores Count,n,Number of Stores,Closings Store Count,740,Closings Store Count
Ai,Stores Count Openings,n,Number of Stores,Openings Store Count,741,Openings Store Count
A,Brand Revenue previous period,,,Revenue by Brand - Other,742,Revenue by Brand
A,Brand Revenue previous period,,,Revenue by Brand - Pottery Barn,743,Revenue by Brand
A,Brand Revenue previous period,,,Revenue by Brand - Pottery Barn Kids and Teen,744,Revenue by Brand
A,Brand Revenue previous period,,,Revenue by Brand - West Elm,745,Revenue by Brand
A,Brand Revenue previous period,,,Revenue by Brand - Williams Sonoma,746,Revenue by Brand
Ai,Total Stores Count,n,Number of Stores,Total Store Count,747,Total Store Count
A,Sum of Revenue,,,"Revenue by Category - Gypsum, roofing & insulation",748,Revenue by Category
A,Revenue,,,Revenue by Category - Lumber & lumber sheet goods,749,Revenue by Category
A,Revenue,,,Revenue by Category - Manufactured products,750,Revenue by Category
A,Revenue,,,Revenue by Category - Other building products & services,751,Revenue by Category
A,Revenue,,,"Revenue by Category - Siding, metal & concrete products",752,Revenue by Category
A,Revenue,,,"Revenue by Category - Windows, doors & millwork",753,Revenue by Category
A,Revenue,,,Revenue By Type - Adjacent categories,754,Revenue By Type
A,Revenue,,,Revenue By Type - Decorative accessories / wall tile,755,Revenue By Type
A,Revenue,,,Revenue By Type - Installation materials and tools,756,Revenue By Type
A,Revenue,,,Revenue By Type - Laminate / luxury vinyl plank,757,Revenue By Type
A,Revenue,,,Revenue By Type - Natural stone,758,Revenue By Type
A,Revenue,,,Revenue By Type - Other,759,Revenue By Type
A,Revenue,,,Revenue By Type - Tile,760,Revenue By Type
A,Revenue,,,Revenue By Type - Wood,761,Revenue By Type
Ai,New Stores,n,Number of Stores,Stores - New warehouse stores,762,Stores
Ai,New Stores,n,Number of Stores,Stores - new warehouse-format stores,763,Stores
Ai,Stores,n,Number of Stores,Stores - warehouse stores operating,764,Stores
A,Design Studios,,,Studios - Design studios,765,Studios
A,Average Ticket Price,,,Average ticket,766,Average ticket
A,Average Ticket Price Change,B,Average Ticket Price previous period,Average Ticket - Change in Average Ticket,767,Average Ticket
A,Sales,B,Sales previous period,Big Ticket Sales,768,Big Ticket Sales
A,Average,B,Comparable Ticket Price previous period,Comparable Average Ticket,769,Comparable Average Ticket
A,Sales,B,Sales previous period,Comparable Sales - Change in Comparable Sales,770,Comparable Sales
A,Total Sales,B,Sales previous period,Comparable sales - Total comparable sales,771,Comparable sales
A,Stores Sales,B,Sales previous period,Comparable Store Sales,772,Comparable Store Sales
A,Transactions,B,Transactions previous period,Comparable Transactions,773,Comparable Transactions
A,Transactions,B,Transactions previous period,Comparable Transactions,773,Comparable Transactions
A,Customers,B,Customers previous period,Customer Transactions - Comparable Customer Transactions,774,Customer Transactions
A,Customers,B,Customers previous period,Customer Transactions,775,Customer Transactions
A,Customers,B,Customers previous period,Customer transactions - Customer transactions (in millions),776,Customer transactions
A,Net Geographic Sales,B,Previous Period Sales,Geographic Net Sales - Outside the U.S. Net Sales,777,Geographic Net Sales
A,Net Geographic Sales,B,Previous Period Sales,Geographic Net Sales - U.S. Net Sales,778,Geographic Net Sales
A,Net Geographic Sales,B,Previous Period Sales,Geographic Sales - Outside the U.S. Net Sales,779,Geographic Sales
A,Net Geographic Sales,B,Previous Period Sales,Geographic Sales - U.S. Net Sales,780,Geographic Sales
A,Net Sales,B,Sales previous period,Net sales by major product lines - Building Materials Net Sales,781,Net sales by major product lines
A,Net Sales,B,Sales previous period,Net sales by major product lines - Decor Net Sales,782,Net sales by major product lines
A,Net Sales,B,Sales previous period,Net sales by major product lines - Hardlines Net Sales,783,Net sales by major product lines
A,Net Sales,B,Sales previous period,Net sales by products - Products Net Sales,784,Net sales by products
A,Net Sales,B,Sales previous period,Net sales by Services - Services Net Sales,785,Net sales by Services
Ai,Stores,n,Number of Stores,Number of Stores,703,Number of Stores
A,Sales,B,Sales previous period,Online Sales,786,Online Sales
A,Sales,B,Sales previous period,Online Sales,786,Online Sales
A,,,,ROIC - (ROIC) Return on Invested Capital,787,ROIC
A,,,,ROIC - (ROIC) Return on Invested Capital,787,ROIC
A,per Unit Sales per Square Foot,,,Sales per square foot,788,Sales per square foot
A,Segment Net Sales,B,Previous Period Sales,Segment Sales - Building Materials Net Sales,789,Segment Sales
A,Segment Net Sales,B,Previous Period Sales,Segment Sales - Decor Net Sales,790,Segment Sales
A,Segment Net Sales,B,Previous Period Sales,Segment Sales - Hardlines Net Sales,791,Segment Sales
A,Segment Sales,,,Segment Sales - Online Sales,792,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Online Sales,792,Segment Sales
A,Segment Net Sales,B,Previous Period Sales,Segment Sales - Products Net Sales,793,Segment Sales
A,Segment Net Sales,B,Previous Period Sales,Segment Sales - Services Net Sales,794,Segment Sales
A,Average,B,Average Ticket Price previous period,Average Ticket - Change in Average Ticket,767,Average Ticket
A,Sales,B,Sales previous period,Comparable Sales - Change in Comparable Sales,770,Comparable Sales
A,Total Customers,,,Customer Transactions - Total Customer Transactions,795,Customer Transactions
A,Geographic Sales,,,Geographical Sales - Canada Sales,796,Geographical Sales
A,Geographic Sales,,,Geographical Sales - International Sales,797,Geographical Sales
A,Geographic Sales,,,Geographical Sales - United States	,798,Geographical Sales
A,Sales,,,Merchandise Sales - Building Products Sales,799,Merchandise Sales
A,Sales,,,Merchandise Sales - Hardlines Sales,800,Merchandise Sales
A,Sales,,,Merchandise Sales - Home Decor Sales,801,Merchandise Sales
A,Sales,,,Merchandise Sales - Other Sales,802,Merchandise Sales
A,Net Sales,B,Previous Period Sales,Net sales,803,Net sales
A,Net Sales,B,Previous Period Sales,Net sales - Other,804,Net sales
A,Net Sales,B,Previous Period Sales,Net sales - Products,805,Net sales
A,Net Sales,B,Previous Period Sales,Net sales - Services,806,Net sales
Ai,Stores,n,Number of Stores,Number of Stores - Company-Operated Stores,807,Number of Stores
Ai,Stores,n,Number of Stores,Number of Stores - Dealer-Operated Stores,808,Number of Stores
A,Home Improvement,,,Operations - Home improved in number,809,Operations
A,Home Improvement,,,Operations - Home improved in square feet,810,Operations
A,Sales,,,Sales Floor Square Feet,811,Sales Floor Square Feet
A,Segment Sales,,,Segment sales - Other Sales,812,Segment sales
A,Segment Sales,,,Segment sales - Products Sales,813,Segment sales
A,Segment Sales,,,Segment sales - Services Sales,814,Segment sales
Ai,Average Stores Selling,n,Number of Stores,Store Size - Average Store Size Selling Square Feet ,815,Store Size
A,Total Clubs,,,Operating clubs - Total operating clubs,816,Operating clubs
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Gasoline and Other,817,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - General Merchandise & Services,818,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Grocery,819,Segment Revenue
Ai,Segment Members Revenue,n,Number of Segments,Segment Revenue - Membership fee income,820,Segment Revenue
Ai,Segment Net Sales Revenue,n,Number of Segments,Segment Revenue - Net Sales,821,Segment Revenue
A,Stores Fuel Consumption,B,Stores Fuel Consumption previous period,Fuel - Fuel gallons on a same-store basis,822,Fuel
A,New Stores,,,New Stores - Acquisitions,823,New Stores
A,New Stores,,,New stores - Construction,824,New stores
A,Stores,,,No. Of Stores,825,No. Of Stores
A,Sales,,,Sales by Category - Fuel Sales,826,Sales by Category
A,Sales,,,Sales by Category - Grocery & Other Merchandise Sales,827,Sales by Category
A,Sales,,,Sales by Category - Other Sales,828,Sales by Category
A,Sales,,,Sales by Category - Prepared Food & Fountain Sales,829,Sales by Category
A,Segment Sales,,,Segment Sales - Fuel Sales,830,Segment Sales
A,Segment Sales,,,Segment Sales - Grocery & Other Merchandise Sales,831,Segment Sales
A,Segment Sales,,,Segment Sales - Other Sales,684,Segment Sales
A,Segment Sales,,,Segment Sales - Prepared Food & Fountain Sales,832,Segment Sales
A,Total Cardholders,,,Cardholders - Total Cardholders,833,Cardholders
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenue - Revenue from Canadian Operations,834,Geographic Revenue
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenue - Revenue from Other International Operations,835,Geographic Revenue
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenue - Revenue from United States Operations,836,Geographic Revenue
A,Members,,,Members - Household Members,837,Members
A,Members,,,Membership Fee Income,838,Membership Fee Income
A,New,B,Renewal Rate previous period,Renewal Rate,839,Renewal Rate
Ai,Segment Members Revenue,n,Number of Segments,Segment Revenue - Membership fees revenue,840,Segment Revenue
Ai,Segment Net Sales Revenue,n,Number of Segments,Segment Revenue - Net sales,620,Segment Revenue
Ai,Segment Net Sales Revenue,n,Number of Segments,Sub-segment Revenue - Net sales from Ancillary,841,Sub-segment Revenue
Ai,Segment Net Sales Revenue,n,Number of Segments,Sub-segment Revenue - Net sales from Ancillary and other,842,Sub-segment Revenue
Ai,Segment Net Sales Revenue,n,Number of Segments,Sub-segment Revenue - Net sales from Food and Sundries,843,Sub-segment Revenue
Ai,Segment Net Sales Revenue,n,Number of Segments,Sub-segment Revenue - Net sales from Fresh Foods,844,Sub-segment Revenue
Ai,Segment Net Sales Revenue,n,Number of Segments,Sub-segment Revenue - Net sales from Hardlines,845,Sub-segment Revenue
Ai,Segment Net Sales Revenue,n,Number of Segments,Sub-segment Revenue - Net sales from Softlines,846,Sub-segment Revenue
A,Warehouses,,,Warehouses - No. of Warehouses,847,Warehouses
A,Sales,B,Sales previous period,Digital Comparable Sales,848,Digital Comparable Sales
A,Revenue,,,Other - Other Revenue,849,Other
A,Net Sales,B,Sales previous period,Product Net Sales - Target Credit Card,850,Product Net Sales
A,Net Sales,B,Sales previous period,Product Net Sales - Target Debit Card,851,Product Net Sales
A,Revenue,,,Revenue from other sources - Apparel and accessories,852,Revenue from other sources
A,Revenue,,,Revenue from other sources - Beauty and household essentials,853,Revenue from other sources
A,Profit Revenue,,,Revenue from other sources - Credit card profit sharing,854,Revenue from other sources
