industry,kpi_name,kpi_id,kpi_category
Food Retailers,Sub Segment Revenue by Category - Fuel Revenue,715,Sub Segment Revenue by Category
Food Retailers,Sub Segment Revenue by Category - Individuals Revenue,716,Sub Segment Revenue by Category
Food Retailers,"Sub Segment Revenue by Category - Manufacturers, brokers and distributors Revenue",717,Sub Segment Revenue by Category
Food Retailers,Sub Segment Revenue by Category - Non-food Revenue,718,Sub Segment Revenue by Category
Food Retailers,Sub Segment Revenue by Category - Other Revenue,719,Sub Segment Revenue by Category
Food Retailers,Sub Segment Revenue by Category - Other Revenue from products,720,Sub Segment Revenue by Category
Food Retailers,Sub Segment Revenue by Category - Retailers Revenue,721,Sub Segment Revenue by Category
Home Furnishings Retailers,Fleet Optimization,722,Fleet Optimization
Home Furnishings Retailers,Net Sales - Non Core Banner Net Sales,723,Net Sales
Home Furnishings Retailers,No of Stores - Stores Closed,724,No of Stores
Home Furnishings Retailers,No of Stores - Stores Closed,724,No of Stores
Home Furnishings Retailers,Sales Penetration - Digital Sales Penetration,725,Sales Penetration
Home Furnishings Retailers,Website - Visits to Website,726,Website
Home Furnishings Retailers,Net Sales - Accent decor,727,Net Sales
Home Furnishings Retailers,Net Sales - Home furnishings,728,Net Sales
Home Furnishings Retailers,Net Sales - Other,729,Net Sales
Home Furnishings Retailers,Stores - Total stores,730,Stores
Home Furnishings Retailers,Net Sales by Channel - Internet Net Sales,731,Net Sales by Channel
Home Furnishings Retailers,Net Sales by Channel - Other Net Sales,732,Net Sales by Channel
Home Furnishings Retailers,Net Sales by Channel - Showrooms Net Sales,733,Net Sales by Channel
Home Furnishings Retailers,Net Sales by Product - Accessories Net Sales,734,Net Sales by Product
Home Furnishings Retailers,Net Sales by Product - Accessories Net Sales,734,Net Sales by Product
Home Furnishings Retailers,Net Sales by Product - Other Net Sales,735,Net Sales by Product
Home Furnishings Retailers,Net Sales by Product - Sacs Net Sales,736,Net Sales by Product
Home Furnishings Retailers,Net Sales by Product - Sactionals Net Sales,737,Net Sales by Product
Home Furnishings Retailers,Showroom Count - Ending Showroom Count,738,Showroom Count
Home Furnishings Retailers,"Average Leased Square
Footage Per Store",739,"Average Leased Square
Footage Per Store"
Home Furnishings Retailers,"Average Leased Square
Footage Per Store",739,"Average Leased Square
Footage Per Store"
Home Furnishings Retailers,Closings Store Count,740,Closings Store Count
Home Furnishings Retailers,Openings Store Count,741,Openings Store Count
Home Furnishings Retailers,Revenue by Brand - Other,742,Revenue by Brand
Home Furnishings Retailers,Revenue by Brand - Pottery Barn,743,Revenue by Brand
Home Furnishings Retailers,Revenue by Brand - Pottery Barn Kids and Teen,744,Revenue by Brand
Home Furnishings Retailers,Revenue by Brand - West Elm,745,Revenue by Brand
Home Furnishings Retailers,Revenue by Brand - Williams Sonoma,746,Revenue by Brand
Home Furnishings Retailers,Total Store Count,747,Total Store Count
Home Improvement Retailers,"Revenue by Category - Gypsum, roofing & insulation",748,Revenue by Category
Home Improvement Retailers,Revenue by Category - Lumber & lumber sheet goods,749,Revenue by Category
Home Improvement Retailers,Revenue by Category - Manufactured products,750,Revenue by Category
Home Improvement Retailers,Revenue by Category - Other building products & services,751,Revenue by Category
Home Improvement Retailers,"Revenue by Category - Siding, metal & concrete products",752,Revenue by Category
Home Improvement Retailers,"Revenue by Category - Windows, doors & millwork",753,Revenue by Category
Home Improvement Retailers,Revenue By Type - Adjacent categories,754,Revenue By Type
Home Improvement Retailers,Revenue By Type - Decorative accessories / wall tile,755,Revenue By Type
Home Improvement Retailers,Revenue By Type - Installation materials and tools,756,Revenue By Type
Home Improvement Retailers,Revenue By Type - Laminate / luxury vinyl plank,757,Revenue By Type
Home Improvement Retailers,Revenue By Type - Natural stone,758,Revenue By Type
Home Improvement Retailers,Revenue By Type - Other,759,Revenue By Type
Home Improvement Retailers,Revenue By Type - Tile,760,Revenue By Type
Home Improvement Retailers,Revenue By Type - Wood,761,Revenue By Type
Home Improvement Retailers,Stores - New warehouse stores,762,Stores
Home Improvement Retailers,Stores - new warehouse-format stores,763,Stores
Home Improvement Retailers,Stores - warehouse stores operating,764,Stores
Home Improvement Retailers,Studios - Design studios,765,Studios
Home Improvement Retailers,Average ticket,766,Average ticket
Home Improvement Retailers,Average Ticket - Change in Average Ticket,767,Average Ticket
Home Improvement Retailers,Big Ticket Sales,768,Big Ticket Sales
Home Improvement Retailers,Comparable Average Ticket,769,Comparable Average Ticket
Home Improvement Retailers,Comparable Sales - Change in Comparable Sales,770,Comparable Sales
Home Improvement Retailers,Comparable sales - Total comparable sales,771,Comparable sales
Home Improvement Retailers,Comparable Store Sales,772,Comparable Store Sales
Home Improvement Retailers,Comparable Transactions,773,Comparable Transactions
Home Improvement Retailers,Comparable Transactions,773,Comparable Transactions
Home Improvement Retailers,Customer Transactions - Comparable Customer Transactions,774,Customer Transactions
Home Improvement Retailers,Customer Transactions,775,Customer Transactions
Home Improvement Retailers,Customer transactions - Customer transactions (in millions),776,Customer transactions
Home Improvement Retailers,Geographic Net Sales - Outside the U.S. Net Sales,777,Geographic Net Sales
Home Improvement Retailers,Geographic Net Sales - U.S. Net Sales,778,Geographic Net Sales
Home Improvement Retailers,Geographic Sales - Outside the U.S. Net Sales,779,Geographic Sales
Home Improvement Retailers,Geographic Sales - U.S. Net Sales,780,Geographic Sales
Home Improvement Retailers,Net sales by major product lines - Building Materials Net Sales,781,Net sales by major product lines
Home Improvement Retailers,Net sales by major product lines - Decor Net Sales,782,Net sales by major product lines
Home Improvement Retailers,Net sales by major product lines - Hardlines Net Sales,783,Net sales by major product lines
Home Improvement Retailers,Net sales by products - Products Net Sales,784,Net sales by products
Home Improvement Retailers,Net sales by Services - Services Net Sales,785,Net sales by Services
Home Improvement Retailers,Number of Stores,703,Number of Stores
Home Improvement Retailers,Online Sales,786,Online Sales
Home Improvement Retailers,Online Sales,786,Online Sales
Home Improvement Retailers,ROIC - (ROIC) Return on Invested Capital,787,ROIC
Home Improvement Retailers,ROIC - (ROIC) Return on Invested Capital,787,ROIC
Home Improvement Retailers,Sales per square foot,788,Sales per square foot
Home Improvement Retailers,Segment Sales - Building Materials Net Sales,789,Segment Sales
Home Improvement Retailers,Segment Sales - Decor Net Sales,790,Segment Sales
Home Improvement Retailers,Segment Sales - Hardlines Net Sales,791,Segment Sales
Home Improvement Retailers,Segment Sales - Online Sales,792,Segment Sales
Home Improvement Retailers,Segment Sales - Online Sales,792,Segment Sales
Home Improvement Retailers,Segment Sales - Products Net Sales,793,Segment Sales
Home Improvement Retailers,Segment Sales - Services Net Sales,794,Segment Sales
Home Improvement Retailers,Average Ticket - Change in Average Ticket,767,Average Ticket
Home Improvement Retailers,Comparable Sales - Change in Comparable Sales,770,Comparable Sales
Home Improvement Retailers,Customer Transactions - Total Customer Transactions,795,Customer Transactions
Home Improvement Retailers,Geographical Sales - Canada Sales,796,Geographical Sales
Home Improvement Retailers,Geographical Sales - International Sales,797,Geographical Sales
Home Improvement Retailers,Geographical Sales - United States	,798,Geographical Sales
Home Improvement Retailers,Merchandise Sales - Building Products Sales,799,Merchandise Sales
Home Improvement Retailers,Merchandise Sales - Hardlines Sales,800,Merchandise Sales
Home Improvement Retailers,Merchandise Sales - Home Decor Sales,801,Merchandise Sales
Home Improvement Retailers,Merchandise Sales - Other Sales,802,Merchandise Sales
Home Improvement Retailers,Net sales,803,Net sales
Home Improvement Retailers,Net sales - Other,804,Net sales
Home Improvement Retailers,Net sales - Products,805,Net sales
Home Improvement Retailers,Net sales - Services,806,Net sales
Home Improvement Retailers,Number of Stores - Company-Operated Stores,807,Number of Stores
Home Improvement Retailers,Number of Stores - Dealer-Operated Stores,808,Number of Stores
Home Improvement Retailers,Operations - Home improved in number,809,Operations
Home Improvement Retailers,Operations - Home improved in square feet,810,Operations
Home Improvement Retailers,Sales Floor Square Feet,811,Sales Floor Square Feet
Home Improvement Retailers,Segment sales - Other Sales,812,Segment sales
Home Improvement Retailers,Segment sales - Products Sales,813,Segment sales
Home Improvement Retailers,Segment sales - Services Sales,814,Segment sales
Home Improvement Retailers,Store Size - Average Store Size Selling Square Feet ,815,Store Size
Hypermarkets & Supercenters,Operating clubs - Total operating clubs,816,Operating clubs
Hypermarkets & Supercenters,Segment Revenue - Gasoline and Other,817,Segment Revenue
Hypermarkets & Supercenters,Segment Revenue - General Merchandise & Services,818,Segment Revenue
Hypermarkets & Supercenters,Segment Revenue - Grocery,819,Segment Revenue
Hypermarkets & Supercenters,Segment Revenue - Membership fee income,820,Segment Revenue
Hypermarkets & Supercenters,Segment Revenue - Net Sales,821,Segment Revenue
Hypermarkets & Supercenters,Fuel - Fuel gallons on a same-store basis,822,Fuel
Hypermarkets & Supercenters,New Stores - Acquisitions,823,New Stores
Hypermarkets & Supercenters,New stores - Construction,824,New stores
Hypermarkets & Supercenters,No. Of Stores,825,No. Of Stores
Hypermarkets & Supercenters,Sales by Category - Fuel Sales,826,Sales by Category
Hypermarkets & Supercenters,Sales by Category - Grocery & Other Merchandise Sales,827,Sales by Category
Hypermarkets & Supercenters,Sales by Category - Other Sales,828,Sales by Category
Hypermarkets & Supercenters,Sales by Category - Prepared Food & Fountain Sales,829,Sales by Category
Hypermarkets & Supercenters,Segment Sales - Fuel Sales,830,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Grocery & Other Merchandise Sales,831,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Other Sales,684,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Prepared Food & Fountain Sales,832,Segment Sales
Hypermarkets & Supercenters,Cardholders - Total Cardholders,833,Cardholders
Hypermarkets & Supercenters,Geographic Revenue - Revenue from Canadian Operations,834,Geographic Revenue
Hypermarkets & Supercenters,Geographic Revenue - Revenue from Other International Operations,835,Geographic Revenue
Hypermarkets & Supercenters,Geographic Revenue - Revenue from United States Operations,836,Geographic Revenue
Hypermarkets & Supercenters,Members - Household Members,837,Members
Hypermarkets & Supercenters,Membership Fee Income,838,Membership Fee Income
Hypermarkets & Supercenters,Renewal Rate,839,Renewal Rate
Hypermarkets & Supercenters,Segment Revenue - Membership fees revenue,840,Segment Revenue
Hypermarkets & Supercenters,Segment Revenue - Net sales,620,Segment Revenue
Hypermarkets & Supercenters,Sub-segment Revenue - Net sales from Ancillary,841,Sub-segment Revenue
Hypermarkets & Supercenters,Sub-segment Revenue - Net sales from Ancillary and other,842,Sub-segment Revenue
Hypermarkets & Supercenters,Sub-segment Revenue - Net sales from Food and Sundries,843,Sub-segment Revenue
Hypermarkets & Supercenters,Sub-segment Revenue - Net sales from Fresh Foods,844,Sub-segment Revenue
Hypermarkets & Supercenters,Sub-segment Revenue - Net sales from Hardlines,845,Sub-segment Revenue
Hypermarkets & Supercenters,Sub-segment Revenue - Net sales from Softlines,846,Sub-segment Revenue
Hypermarkets & Supercenters,Warehouses - No. of Warehouses,847,Warehouses
Hypermarkets & Supercenters,Digital Comparable Sales,848,Digital Comparable Sales
Hypermarkets & Supercenters,Other - Other Revenue,849,Other
Hypermarkets & Supercenters,Product Net Sales - Target Credit Card,850,Product Net Sales
Hypermarkets & Supercenters,Product Net Sales - Target Debit Card,851,Product Net Sales
Hypermarkets & Supercenters,Revenue from other sources - Apparel and accessories,852,Revenue from other sources
Hypermarkets & Supercenters,Revenue from other sources - Beauty and household essentials,853,Revenue from other sources
Hypermarkets & Supercenters,Revenue from other sources - Credit card profit sharing,854,Revenue from other sources
Hypermarkets & Supercenters,Revenue from other sources - Food and beverage,855,Revenue from other sources
Hypermarkets & Supercenters,Revenue from other sources - Hardlines,856,Revenue from other sources
Hypermarkets & Supercenters,Revenue from other sources - Home furnishings and decor,857,Revenue from other sources
Hypermarkets & Supercenters,Revenue from other sources - Other Revenue,858,Revenue from other sources
Hypermarkets & Supercenters,Revenue from other sources - Others,859,Revenue from other sources
Hypermarkets & Supercenters,Same-day services,860,Same-day services
Hypermarkets & Supercenters,Segment Net Sales - Comparable sales growth in Signature Categories,861,Segment Net Sales
Hypermarkets & Supercenters,Segment Net Sales - Digital comparable sales,862,Segment Net Sales
Hypermarkets & Supercenters,Segment Net Sales - Digitally originated comparable sales change,863,Segment Net Sales
Hypermarkets & Supercenters,Segment Net Sales - Sales by Digitally originated,864,Segment Net Sales
Hypermarkets & Supercenters,Segment Net Sales - Sales by Stores Originated,865,Segment Net Sales
Hypermarkets & Supercenters,"Segment Net Sales - Same-day services (Order Pick Up, Drive Up and Shipt)",866,Segment Net Sales
Hypermarkets & Supercenters,"Segment Net Sales - Same-day services (Order Pick Up, Drive Up and Shipt)",866,Segment Net Sales
Hypermarkets & Supercenters,Segment Net Sales - Stores originated channel comparable sales,867,Segment Net Sales
Hypermarkets & Supercenters,Segment Net Sales - Stores originated channel comparable sales change,868,Segment Net Sales
Hypermarkets & Supercenters,Segment Net Sales - Stores originated channel comparable sales change,868,Segment Net Sales
Hypermarkets & Supercenters,Store Comparable Sales,869,Store Comparable Sales
Hypermarkets & Supercenters,Global Segment Sales - Global eCommerce sales,870,Global Segment Sales
Hypermarkets & Supercenters,Member Subscription - Sam's Club Member Count,871,Member Subscription
Hypermarkets & Supercenters,Other - Membership and other income,872,Other
Hypermarkets & Supercenters,Segment Sales - Sam's Club eCommerce sales,873,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Sam's Club eCommerce sales,873,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Sam's Club comp sales without fuel,875,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Sam's Club comp sales without fuel,875,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Sam's Club Sales,876,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Walmart International Sales,877,Segment Sales
Hypermarkets & Supercenters,"Segment Sales - Walmart International Sales, Excluding currency",878,Segment Sales
Hypermarkets & Supercenters,"Segment Sales - Walmart International Sales, Excluding currency",878,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Walmart U.S Sales,879,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Walmart U.S. comp sales without fuel,881,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Walmart U.S. comp sales without fuel,881,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Walmart U.S. eCommerce sales,882,Segment Sales
Hypermarkets & Supercenters,Segment Sales - Walmart U.S. eCommerce sales,882,Segment Sales
Hypermarkets & Supercenters,Store Count - Total Store Count,170,Store Count
Hypermarkets & Supercenters,Stores - New Store Count,883,Stores
Internet Retailers,Marketplace - Marketplace GMV,884,Marketplace
Internet Retailers,Marketplace - Marketplace Units,885,Marketplace
Internet Retailers,Segment Revenue - Customer assurance revenue,886,Segment Revenue
Internet Retailers,Segment Revenue - Marketplace and service revenue,887,Segment Revenue
Internet Retailers,Amazon Web Services - AWS Availability Zones,888,Amazon Web Services
Internet Retailers,Amazon Web Services - Geographic Regions,889,Amazon Web Services
Internet Retailers,Contact center - Contact center interactions,890,Contact center
Internet Retailers,Holiday Season Sales,891,Holiday Season Sales
Internet Retailers,Prime Day Sales,892,Prime Day Sales
Internet Retailers,Product Net Sales - AWS,893,Product Net Sales
Internet Retailers,Product Net Sales - Online stores,894,Product Net Sales
Internet Retailers,Product Net Sales - Other,895,Product Net Sales
Internet Retailers,Product Net Sales - Physical stores,896,Product Net Sales
Internet Retailers,Product Net Sales - Retail products,897,Product Net Sales
Internet Retailers,Product Net Sales - Retail subscription services,898,Product Net Sales
Internet Retailers,Product Net Sales - Retail third-party seller services,899,Product Net Sales
Internet Retailers,Product Net Sales - Subscription services,900,Product Net Sales
Internet Retailers,Product Net Sales - Third-party seller services,901,Product Net Sales
Internet Retailers,Seasonal - Grocery Delivery,902,Seasonal
Internet Retailers,Seasonal - Incremental COVID-19 Costs,903,Seasonal
Internet Retailers,Seasonal - Shipment Zero,904,Seasonal
Internet Retailers,Segment Net Sales - AWS Segment,905,Segment Net Sales
Internet Retailers,Segment Net Sales - International Segment,906,Segment Net Sales
Internet Retailers,Segment Net Sales - North America Segment,907,Segment Net Sales
Internet Retailers,Order Value - Average Order Value,908,Order Value
Internet Retailers,Revenue by Category - Commerce,909,Revenue by Category
Internet Retailers,Revenue by Category - Direct to Consumer,910,Revenue by Category
Internet Retailers,Revenue by Category - Other,911,Revenue by Category
Internet Retailers,Subscriptions - Active Subscriptions,912,Subscriptions
Internet Retailers,Subscriptions - Average Monthly Subscription Shipment Churn,913,Subscriptions
Internet Retailers,Subscriptions  - New Subscriptions ,914,Subscriptions 
Internet Retailers,Average monthly unique users - International,915,Average monthly unique users
Internet Retailers,Average monthly unique users - U.S.,916,Average monthly unique users
Internet Retailers,Revenue by geography - International,917,Revenue by geography
Internet Retailers,Revenue by geography - United States,918,Revenue by geography
Internet Retailers,Revenue by Source - Marketplace subscription revenue,919,Revenue by Source
Internet Retailers,Revenue by Source - Other revenue,920,Revenue by Source
Internet Retailers,Total paying dealers,921,Total paying dealers
Internet Retailers,Dealer Customers,922,Dealer Customers
Internet Retailers,Revenues by Major products and services - Display advertising,923,Revenues by Major products and services
Internet Retailers,Revenues by Major products and services - Other,924,Revenues by Major products and services
Internet Retailers,Revenues by Major products and services - Pay per lead,925,Revenues by Major products and services
Internet Retailers,Revenues by Major products and services - Subscription advertising and digital solutions,926,Revenues by Major products and services
Internet Retailers,Segment revenues - Dealer,927,Segment revenues
Internet Retailers,Segment revenues - OEM and National,928,Segment revenues
Internet Retailers,Segment revenues - Other,929,Segment revenues
Internet Retailers,Unique Visitors - Average Monthly Unique Visitors,930,Unique Visitors
Internet Retailers,Website customers - Growth in website customers,931,Website customers
Internet Retailers,Customers - Active customers,932,Customers
Internet Retailers,Sales	 - Autoship customer sales	,933,Sales	
Internet Retailers,Sales	 - Autoship customer sales,934,Sales	
Internet Retailers,Sales	 - Autoship customer sales as a percentage of net sales,935,Sales	
Internet Retailers,Sales	 - Net sales per active customer,936,Sales	
Internet Retailers,Segment Revenue - Consumables Revenue,937,Segment Revenue
Internet Retailers,Segment Revenue - Hardgoods Revenue,938,Segment Revenue
Internet Retailers,Segment Revenue - Other Revenue,939,Segment Revenue
Internet Retailers,Active Buyers,940,Active Buyers
Internet Retailers,Gross merchandise value,941,Gross merchandise value
Internet Retailers,Number of Orders,942,Number of Orders
Internet Retailers,Revenue by Segment - Other services,943,Revenue by Segment
Internet Retailers,Revenue by Segment - Seller marketplace services,944,Revenue by Segment
Internet Retailers,Annual active buyers,945,Annual active buyers
Internet Retailers,Annual active sellers,946,Annual active sellers
Internet Retailers,Geographic Revenues - Germany Revenues,947,Geographic Revenues
Internet Retailers,Geographic Revenues - Rest of world Revenues,948,Geographic Revenues
Internet Retailers,Geographic Revenues - South Korea Revenues,949,Geographic Revenues
Internet Retailers,Geographic Revenues - Total Geographic Revenues,950,Geographic Revenues
Internet Retailers,Geographic Revenues - U.S. Revenues,951,Geographic Revenues
Internet Retailers,Geographic Revenues - United Kingdom Revenues,952,Geographic Revenues
Internet Retailers,GMV - Gross Merchandise Volume,953,GMV
Internet Retailers,Segment Revenues - Classifieds / Other Revenues,954,Segment Revenues
Internet Retailers,Segment Revenues - Elimination of inter-segment net Revenues,955,Segment Revenues
Internet Retailers,Segment Revenues - Marketing services and other revenues,956,Segment Revenues
Internet Retailers,Segment Revenues - Marketing services and other revenues Classifieds,957,Segment Revenues
Internet Retailers,Segment Revenues - Marketing services and other revenues from Marketplace,958,Segment Revenues
Internet Retailers,"Segment Revenues - Marketing services and other revenues StubHub, Corporate and other",959,Segment Revenues
Internet Retailers,Segment Revenues - Marketplace Revenues,960,Segment Revenues
Internet Retailers,Segment Revenues - Net transaction revenues,961,Segment Revenues
Internet Retailers,Segment Revenues - Net transaction revenues from Marketplace,962,Segment Revenues
Internet Retailers,Segment Revenues - Net transaction revenues from StubHub,963,Segment Revenues
Internet Retailers,Segment Revenues - Total net revenues,964,Segment Revenues
Internet Retailers,Segment Revenues - Total Segment Revenues,965,Segment Revenues
Internet Retailers,Take rate,966,Take rate
Internet Retailers,Active Buyers,940,Active Buyers
Internet Retailers,Active Buyers,940,Active Buyers
Internet Retailers,Active Sellers,967,Active Sellers
Internet Retailers,Active Sellers,967,Active Sellers
Internet Retailers,Gross merchandise sales,968,Gross Merchandise Sales
Internet Retailers,International Gross Merchandise Sales,969,International Gross Merchandise Sales
Internet Retailers,Mobile Gross Merchandise Sales,970,Mobile Gross Merchandise Sales
Internet Retailers,Segment Revenue - Gross merchandise sales,971,Segment Revenue
Internet Retailers,Segment Revenue - Marketplace revenue,972,Segment Revenue
Internet Retailers,Segment Revenue - Marketplace Rvenue,973,Segment Revenue
Internet Retailers,Segment Revenue - Services Revenue,974,Segment Revenue
Internet Retailers,Active customers,975,Active customers
Internet Retailers,Active customers,975,Active customers
Internet Retailers,Average order value,976,Average order value
Internet Retailers,Geographical Revenue - Rest of the world,977,Geographical Revenue
Internet Retailers,Geographical Revenue - United States,978,Geographical Revenue
Internet Retailers,Revenue Segment - Non-scrubs,979,Revenue Segment
Internet Retailers,Revenue Segment - Scrubs,980,Revenue Segment
Internet Retailers,Revenues by Channel - E-commerce Revenue,981,Revenues by Channel
Internet Retailers,Revenues by Channel - E-commerce Revenue (combined online and telephonic) ,982,Revenues by Channel
Internet Retailers,Revenues by Channel - Other Revenue,983,Revenues by Channel
Internet Retailers,Segment Revenue - 1-800-Flowers.com Consumer Floral Revenue,984,Segment Revenue
Internet Retailers,Segment Revenue - BloomNet Revenue,985,Segment Revenue
Internet Retailers,Segment Revenue - BloomNet Wire Service Revenue,986,Segment Revenue
Internet Retailers,Segment Revenue - Consumer Floral & Gifts Revenue,987,Segment Revenue
Internet Retailers,Segment Revenue - Corporate Revenue,10,Segment Revenue
Internet Retailers,Segment Revenue - Gourmet Food & Gift Baskets Revenue,988,Segment Revenue
Internet Retailers,Segment Revenue - Intercompany eliminations,989,Segment Revenue
Internet Retailers,Active customers for the trailing twelve months,990,active customers for the trailing twelve months
Internet Retailers,Gross billings,991,Gross billings
Internet Retailers,Revenue by Type - Product,992,Revenue by Type
Internet Retailers,Revenue by Type - Service,993,Revenue by Type
Internet Retailers,Total units - Total units of International,994,Total units
Internet Retailers,Total units - Total units of North America,995,Total units
Internet Retailers,TTM Active customers,996,TTM Active customers
Internet Retailers,TTM Active customers - TTM Active customers of International,997,TTM Active customers
Internet Retailers,TTM Active customers - TTM Active customers of North America,998,TTM Active customers
Internet Retailers,Customers - Active customers,932,Customers
Internet Retailers,Orders - Average order value,999,Orders
Internet Retailers,Orders - Active customers,1000,Orders
Internet Retailers,Orders - Mobile Device,1001,Orders
Internet Retailers,Orders - Orders delivered,1002,Orders
Internet Retailers,Orders - Orders delivered,1002,Orders
Internet Retailers,Orders - Orders per active customer,1003,Orders
Internet Retailers,Orders - Orders per active customer,1003,Orders
Internet Retailers,Active Buyers,940,Active Buyers
Internet Retailers,Active Buyers,940,Active Buyers
Internet Retailers,Gross Merchandise Value (GMV),1004,Gross Merchandise Value (GMV)
Internet Retailers,Gross Merchandise Value (GMV),1004,Gross Merchandise Value (GMV)
Internet Retailers,Revenue by Product type - Branded Hard Parts,1005,Revenue by Product type
Internet Retailers,Revenue by Product type - Branded Performance,1006,Revenue by Product type
Internet Retailers,Revenue by Product type - Branded Replacement Parts,1007,Revenue by Product type
Internet Retailers,Revenue by Product type - House Brands Hard Parts,1008,Revenue by Product type
Internet Retailers,Revenue by Product type - House Brands Performance,1009,Revenue by Product type
Internet Retailers,Revenue by Product type - House Brands Replacement Parts,1010,Revenue by Product type
Internet Retailers,Annual Purchases - Existing Customers,1011,Annual Purchases
Internet Retailers,Money Spent - Existing Customers,1012,Money Spent
Internet Retailers,Number of Customers,1013,Number of Customers
Internet Retailers,Product Revenue - Accessories,1014,Product Revenue
Internet Retailers,Product Revenue - Apparel,1015,Product Revenue
Internet Retailers,Product Revenue - Beauty,1016,Product Revenue
Internet Retailers,Product Revenue - Electronics,1017,Product Revenue
Internet Retailers,Product Revenue - Home,1018,Product Revenue
Internet Retailers,Product Revenue - Jewelry,1019,Product Revenue
Internet Retailers,Product Revenue - Other revenue,1020,Product Revenue
Internet Retailers,Segment Revenue - Corp and other,1021,Segment Revenue
Internet Retailers,Segment Revenue - QVC Int'l,1022,Segment Revenue
Internet Retailers,Segment Revenue - QxH,1023,Segment Revenue
Internet Retailers,Segment Revenue - Zulily,1024,Segment Revenue
Internet Retailers,Active buyers,1025,Active buyers
Internet Retailers,AOV - Average order value,1026,AOV
Internet Retailers,Gross Merchandise Value,1027,Gross Merchandise Value
Internet Retailers,Orders reached,1028,Orders reached
Internet Retailers,Revenue - Consignment and service revenue,1029,Revenue
Internet Retailers,Revenue - Direct revenue,1030,Revenue
Internet Retailers,Gross bookings value,1031,Gross bookings value
Internet Retailers,New bookings,1032,New bookings
Internet Retailers,Repeat bookings,1033,Repeat bookings
Internet Retailers,Segment Revenue - New bookings Revenue,1034,Segment Revenue
Internet Retailers,Segment Revenue - Repeat Bookings Revenue,1035,Segment Revenue
Internet Retailers,Total Bookings  - Total Bookings,1036,Total Bookings 
Internet Retailers,Active customers,975,Active customers
Internet Retailers,Average order value,976,Average order value
Internet Retailers,Geographic Revenue - Revenue from Rest of the world,1037,Geographic Revenue
Internet Retailers,Geographic Revenue - Revenue from United States,1,Geographic Revenue
Internet Retailers,Revenue by by Product Category - Beauty Product Revenue,1038,Revenue by by Product Category
Internet Retailers,Revenue by by Product Category - Dresses Revenue,1039,Revenue by by Product Category
Internet Retailers,Revenue by by Product Category - Fashion Apparel Product Revenue,1040,Revenue by by Product Category
Internet Retailers,"Revenue by by Product Category - Handbags, Shoes and Accessories Revenue",1041,Revenue by by Product Category
Internet Retailers,Revenue by by Product Category - Other Product Revenue,1042,Revenue by by Product Category
Internet Retailers,Segment Revenue - FORWARD Revenue,1043,Segment Revenue
Internet Retailers,Segment Revenue - REVOLVE Revenue,1044,Segment Revenue
Internet Retailers,Total orders placed,1045,Total orders placed
Internet Retailers,Active clients,1046,Active clients
Internet Retailers,Active clients - Net revenue per active client,1047,Active clients
Internet Retailers,Key metrics - Net revenue,1048,Key metrics
Internet Retailers,Net revenue per active client,1049,Net revenue per active client
Internet Retailers,Active Buyers,940,Active Buyers
Internet Retailers,Active orders,1050,Active orders
Internet Retailers,Segment Revenue - Consignment,1051,Segment Revenue
Internet Retailers,Segment Revenue - Product,1052,Segment Revenue
Internet Retailers,Active customers,975,Active customers
Internet Retailers,Average order value ,1053,Average order value 
Internet Retailers,LTM Net Revenue - LTM Net Revenue Per Active Customer,1054,LTM Net Revenue
Internet Retailers,Orders delivered ,1055,Orders delivered 
Internet Retailers,Orders delivered  - orders delivered via a mobile device,1056,Orders delivered 
Internet Retailers,Orders per customer,1057,Orders per customer
Internet Retailers,Orders placed by repeat customers,1058,Orders placed by repeat customers
Internet Retailers,Orders placed via a mobile device,1059,Orders placed via a mobile device
Internet Retailers,Repeat customers,1060,Repeat customers
Internet Retailers,Repeat customers,1060,Repeat customers
Internet Retailers,Repeat customers orders,1061,Repeat customers orders
Internet Retailers,Revenue by type - International net revenue,1062,Revenue by type
Internet Retailers,Revenue by type - U.S. net revenue,1063,Revenue by type
Internet Retailers,Active users - monthly active users,1064,Active users
Internet Retailers,Countries - number of countries,1065,Countries
