,Ticker,Company Name,Industry,kpi_name,kpi_category,kpi_unit,kpi output type,kpi_description,kpi_tags,kpi source,kpi calc type,kpi formula,var_b_type,var_a_name,var_b_type,var_b_name
633,KSS,KOHL'S CORPORATION,Department Stores,Kohl's shops and comprehensive digital experience - Sephora,Kohl's shops and comprehensive digital experience,shops,#,Number of Digital Experience Customers,"sephora, kss, kohl's corporation, department stores",EventVester,,A,A,Digital Experience Customers,, 
634,KSS,KOHL'S CORPORATION,Department Stores,Loyalty Members,Loyalty Members,units,#,Number of Members,"loyalty,  members,  loyalty,  members, kss, kohl's corporation, department stores",EventVester,,A,A,Members,, 
635,KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue - Accessories,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  accessories, kss, kohl's corporation, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
636,KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue - Children's,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  childrens, kss, kohl's corporation, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
637,KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue - Footwear,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  footwear, kss, kohl's corporation, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
638,KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue - Home,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  home, kss, kohl's corporation, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
639,KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue - Men's,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  mens, kss, kohl's corporation, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
640,KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue - MenÃ¢â‚¬â„¢s,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  menã¢â‚¬â„¢s, kss, kohl's corporation, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
641,KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue - Other revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  other,  revenue, kss, kohl's corporation, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
642,KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue - Women's,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  womens, kss, kohl's corporation, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
643,KSS,KOHL'S CORPORATION,Department Stores,Store visits,Store visits,stores,#,Number of Store,"storevisits,  storevisits, kss, kohl's corporation, department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
644,KSS,KOHL'S CORPORATION,Department Stores,Total stores,Total stores,stores,$,Currency value of Total Store,"total,  stores,  total,  stores, kss, kohl's corporation, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Total Stores,n,Number of Stores
645,KSS,KOHL'S CORPORATION,Department Stores,User growth - Kohl's App user growth,User growth,%,%,Percentage of,"user_growth,  kohls_app_user_growth, kss, kohl's corporation, department stores",EventVester,,(A-B)/A,A,,B, Users previous period
646,KSS,KOHL'S CORPORATION,Department Stores,Website visits,Website visits,units,#,Number of Website Visits,"website_visits,  website_visits, kss, kohl's corporation, department stores",EventVester,,A,A,Website Visits,, 
647,M,"MACY'S, INC.",Department Stores,New customers,New customers,% increase,%,Percentage of New Customers,"new_customers,  new_customers, m, macy's, department stores",EventVester,,(A-B)/A,A,New Customers,B, New Customers previous period
648,M,"MACY'S, INC.",Department Stores,New customers,New customers,,$,Currency value of New Customers,"new_customers,  new_customers, m, macy's, department stores",EventVester,,A,A,New Customers,, 
649,M,"MACY'S, INC.",Department Stores,New customers - Through the digital channel,New customers,%,%,Percentage of New Customers,"new_customers,  through_the_digital_channel, m, macy's, department stores",EventVester,,(A-B)/A,A,New Customers,B, New Customers previous period
650,M,"MACY'S, INC.",Department Stores,New customers  through Digital Channel,New customers  through Digital Channel,%,%,Percentage of New Customers,"digital_channel,  new_customers, m, macy's, department stores",EventVester,,(A-B)/A,A,New Customers,B, Channel
651,M,"MACY'S, INC.",Department Stores,Number of New Customers,Number of New Customers,cust,#,Number of New Customers,"new_customers,  new_customers, m, macy's, department stores",EventVester,,A,A,New Customers,, 
652,M,"MACY'S, INC.",Department Stores,Revenue by Business type - Home/Other,Revenue by Business type,$,$,Currency value of Revenue,"revenue,  business_type,  home,  other, m, macy's, department stores",EventVester,,A,A,Revenue,, 
653,M,"MACY'S, INC.",Department Stores,Revenue by Business type - Men's and Kids',Revenue by Business type,$,$,Currency value of Revenue,"revenue,  business_type,  mens,  kids, m, macy's, department stores",EventVester,,A,A,Revenue,, 
654,M,"MACY'S, INC.",Department Stores,"Revenue by Business type - Women's Accessories, Intimate Apparel, Shoes, Cosmetics and Fragrances",Revenue by Business type,$,$,Currency value of Revenue,"revenue,  business_type,  womens_accessories,  intimate_apparel,  shoes,  cosmetics,  fragrances, m, macy's, department stores",EventVester,,A,A,Revenue,, 
655,M,"MACY'S, INC.",Department Stores,Revenue by Business type - Women's Apparel,Revenue by Business type,$,$,Currency value of Revenue,"revenue,  business_type,  womens_apparel, m, macy's, department stores",EventVester,,A,A,Revenue,, 
656,M,"MACY'S, INC.",Department Stores,"Segment Revenue - Credit card revenues, net",Segment Revenue,$,$,Currency value of Segment Net Revenue,"segment,  revenue,  credit_card,  revenues,  net, m, macy's, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Net Revenue,n,Number of Segments
657,M,"MACY'S, INC.",Department Stores,Segment Revenue - Home/Other,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  home,  other, m, macy's, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
658,M,"MACY'S, INC.",Department Stores,Segment Revenue - Men's and Kids',Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  mens,  kids, m, macy's, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
659,M,"MACY'S, INC.",Department Stores,Segment Revenue - Net sales,Segment Revenue,$,$,Currency value of Segment Net Sales Revenue,"segment,  revenue,  net_sales, m, macy's, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Net Sales Revenue,n,Number of Segments
660,M,"MACY'S, INC.",Department Stores,"Segment Revenue - Women's Accessories, Intimate Apparel, Shoes, Cosmetics and Fragrances",Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  womens_accessories,  intimate_apparel,  shoes,  cosmetics,  fragrances, m, macy's, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
661,M,"MACY'S, INC.",Department Stores,Segment Revenue - Women's Apparel,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  womens_apparel, m, macy's, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
662,OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Average Net Sales Per Store,Average Net Sales Per Store,$/store,$,Currency value of Average Net per Unit Store Sales,"average,  net_sales_per,  store,  average,  net_sales_per,  store, olli, ollie's bargain outlet holdings , department stores",EventVester,,A-B,A,Average Net per Unit Stores Sales,B, Stores
663,OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Comparable Store Count,Comparable Store Count,stores,#,Number of Store Count,"comparable,  store,  count,  comparable,  store,  count, olli, ollie's bargain outlet holdings , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores Count,n,Number of Stores
664,OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Net Sales,Net Sales,$,$,Currency value of Net Sales,"net_sales,  net_sales, olli, ollie's bargain outlet holdings , department stores",EventVester,,A-B,A,Net Sales,B, Previous Period Sales
665,OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Stores - Number of Closed Stores,Stores,stores,#,Number of Store,"stores,  closed,  stores, olli, ollie's bargain outlet holdings , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
666,OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Stores - Number of New Stores,Stores,stores,#,Number of New Store,"stores,  new_stores, olli, ollie's bargain outlet holdings , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,New Stores,n,Number of Stores
667,OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Stores - Number of Stores,Stores,stores,#,Number of Store,"stores,  stores, olli, ollie's bargain outlet holdings , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
668,OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Stores - Number of Stores Open at Beginning of Quarter,Stores,stores,#,Number of Store,"stores,  stores,  open_at,  beginning_quarter, olli, ollie's bargain outlet holdings , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
669,OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Stores - Number of Stores Re-Opened,Stores,stores,#,Number of Store,"stores,  stores,  re,  opened, olli, ollie's bargain outlet holdings , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
670,PRTY,PARTY CITY HOLDCO INC,Department Stores,Comparable Sales - Brand comparable sales,Comparable Sales,% increase yoy,%,Percentage of Sales,"br,  comparable_sales, prty, party city holdco , department stores",EventVester,,(A-B)/A,A,Sales,B, Sales previous period
671,PRTY,PARTY CITY HOLDCO INC,Department Stores,New Stores Openings - Corporate Stores,New Stores Openings,stores,$,Currency value of New Store Openings,"new_store,  openings,  corporate,  stores, prty, party city holdco , department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,New Stores Openings,n,Number of Stores
672,PRTY,PARTY CITY HOLDCO INC,Department Stores,New Stores Openings - Franchise Stores,New Stores Openings,stores,$,Currency value of New Store Franchise Openings,"new_store,  openings,  franchise,  stores, prty, party city holdco , department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,New Stores Franchise Openings,n,Number of Stores
673,PRTY,PARTY CITY HOLDCO INC,Department Stores,Number of Franchise Stores,Number of Franchise Stores,stores,#,Number of Store Franchise,"franchise,  stores,  franchise,  stores, prty, party city holdco , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores Franchise,n,Number of Stores
674,PRTY,PARTY CITY HOLDCO INC,Department Stores,Number of Stores - Corporate Stores,Number of Stores,stores,$,Currency value of Store,"stores,  corporate,  stores, prty, party city holdco , department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
675,PRTY,PARTY CITY HOLDCO INC,Department Stores,Number of Stores - Franchise Stores,Number of Stores,stores,$,Currency value of Store Franchise,"stores,  franchise,  stores, prty, party city holdco , department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Stores Franchise,n,Number of Stores
676,PRTY,PARTY CITY HOLDCO INC,Department Stores,Number of Stores - Halloween City Stores,Number of Stores,stores,$,Currency value of Store,"stores,  halloween_city,  stores, prty, party city holdco , department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
677,PRTY,PARTY CITY HOLDCO INC,Department Stores,Segment Sales - Net Wholesale,Segment Sales,$,$,Currency value of Segment Net Sales,"segment_sales,  net_wholesale, prty, party city holdco , department stores",EventVester,,A,A,Segment Net Sales,, 
678,PRTY,PARTY CITY HOLDCO INC,Department Stores,Segment Sales - Retail,Segment Sales,$,$,Currency value of Segment Sales,"segment_sales,  retail, prty, party city holdco , department stores",EventVester,,A,A,Segment Sales,, 
679,PRTY,PARTY CITY HOLDCO INC,Department Stores,Segment Sales - Wholesale,Segment Sales,$,$,Currency value of Segment Sales,"segment_sales,  wholesale, prty, party city holdco , department stores",EventVester,,A,A,Segment Sales,, 
680,PRTY,PARTY CITY HOLDCO INC,Department Stores,Share of Shelf - Manufacturing Share of Shelf,Share of Shelf,%,%,Percentage of Manufacturing Share,"share_shelf,  manufacturing_share_shelf, prty, party city holdco , department stores",EventVester,,(A-B)/A,A,Manufacturing Share,B, Manufacturing Share previous period
681,PRTY,PARTY CITY HOLDCO INC,Department Stores,Share of Shelf - Wholesale Share of Shelf,Share of Shelf,%,%,Percentage of Wholesale Share,"share_shelf,  wholesale_share_shelf, prty, party city holdco , department stores",EventVester,,(A-B)/A,A,Wholesale Share,B, Wholesale Share previous period
682,PRTY,PARTY CITY HOLDCO INC,Department Stores,Store Acquisitions - Corporate Stores,Store Acquisitions,stores,$,Currency value of Store,"corporate,  stores, prty, party city holdco , department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Stores,n,Number of Stores
683,PRTY,PARTY CITY HOLDCO INC,Department Stores,Store Closures - Corporate Stores,Store Closures,stores,$,Currency value of Store Closures,"store_closures,  corporate,  stores, prty, party city holdco , department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Stores Closures,n,Number of Stores
684,PRTY,PARTY CITY HOLDCO INC,Department Stores,Store Closures - Franchise Stores,Store Closures,stores,$,Currency value of Store Franchise Closures,"store_closures,  franchise,  stores, prty, party city holdco , department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Stores Franchise Closures,n,Number of Stores
685,PRTY,PARTY CITY HOLDCO INC,Department Stores,Store Count - Grand Total,Store Count,stores,#,Number of Total Store Count,"store,  count,  gr,  _total, prty, party city holdco , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Total Stores Count,n,Number of Stores
686,PRTY,PARTY CITY HOLDCO INC,Department Stores,Store Sales - Franchise Stores Sold to Party City,Store Sales,stores,$,Currency value of Store Franchise Sales sold,"storesales,  franchise,  stores,  sold,  party_city, prty, party city holdco , department stores",EventVester,,A-B,A,Stores Franchise Sales sold,B, Stores
687,PRTY,PARTY CITY HOLDCO INC,Department Stores,Stores - The total number of corporate Party City stores,Stores,stores,#,Number of Total Store,"stores,  the_total_,  corporate_party_city,  stores, prty, party city holdco , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Total Stores,n,Number of Stores
688,RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Revenue by Category - Furniture Revenue,Revenue by Category,$,$,Currency value of Revenue,"revenue,  category,  furniture,  revenue, rh, restoration hardware holdings , department stores",EventVester,,A,A,Revenue,, 
689,RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Revenue by Category - Non-Furniture Revenue,Revenue by Category,$,$,Currency value of Revenue,"revenue,  category,  non_furniture,  revenue, rh, restoration hardware holdings , department stores",EventVester,,A,A,Revenue,, 
690,RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Segment Revenue - RH Segment Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  rh_segment,  revenue, rh, restoration hardware holdings , department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
691,RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Segment Revenue - Waterworks Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  waterworks,  revenue, rh, restoration hardware holdings , department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
692,RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Stores - Total Galleries,Stores,stores,#,Number of Total Store Galleries,"stores,  total_galleries, rh, restoration hardware holdings , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Total Stores Galleries,n,Number of Stores
693,RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Stores - Waterworks Showrooms,Stores,stores,#,Number of Store Showrooms,"stores,  waterworks_showrooms, rh, restoration hardware holdings , department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores Showrooms,n,Number of Stores
694,VRA,Vera Bradley,Department Stores,Revenue by Product Category - Accessories Revenue,Revenue by Product Category,$,$,Currency value of Revenue,"revenue,  accessories,  revenue, vra, vera bradley, department stores",EventVester,,A,A,Revenue,, 
695,VRA,Vera Bradley,Department Stores,Revenue by Product Category - Apparel/Footwear Revenue,Revenue by Product Category,$,$,Currency value of Revenue,"revenue,  apparel,  footwear,  revenue, vra, vera bradley, department stores",EventVester,,A,A,Revenue,, 
696,VRA,Vera Bradley,Department Stores,Revenue by Product Category - Bags Revenue,Revenue by Product Category,$,$,Currency value of Revenue,"revenue,  bags,  revenue, vra, vera bradley, department stores",EventVester,,A,A,Revenue,, 
697,VRA,Vera Bradley,Department Stores,Revenue by Product Category - Home Revenue,Revenue by Product Category,$,$,Currency value of Revenue,"revenue,  home,  revenue, vra, vera bradley, department stores",EventVester,,A,A,Revenue,, 
698,VRA,Vera Bradley,Department Stores,Revenue by Product Category - Other Revenue,Revenue by Product Category,$,$,Currency value of Revenue,"revenue,  other,  revenue, vra, vera bradley, department stores",EventVester,,A,A,Revenue,, 
699,VRA,Vera Bradley,Department Stores,Revenue by Product Category - Travel Revenue,Revenue by Product Category,$,$,Currency value of Revenue,"revenue,  travel,  revenue, vra, vera bradley, department stores",EventVester,,A,A,Revenue,, 
700,VRA,Vera Bradley,Department Stores,Segment Revenue - Pura Vida Segment Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  pura_vida_segment,  revenue, vra, vera bradley, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
701,VRA,Vera Bradley,Department Stores,Segment Revenue - VB Direct Segment Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  vb,  direct,  segment,  revenue, vra, vera bradley, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
702,VRA,Vera Bradley,Department Stores,Segment Revenue - VB Indirect Segment Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  vb,  indirect,  segment,  revenue, vra, vera bradley, department stores",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
703,VRA,Vera Bradley,Department Stores,Stores - Total Stores,Stores,stores,#,Number of Total Store,"stores,  total,  stores, vra, vera bradley, department stores",EventVester,,"COUNT(A1, A2,…,An)",Ai,Total Stores,n,Number of Stores
704,ACI,Albertsons Companies Inc,Food Retailers,Customer reach - Customer reach with Drive Up & Go and Home Delivery,Customer reach,%,%,Percentage of Customers,"customer_reach,  customer_reach,  drive_up,  home_delivery, aci, albertsons companies , food retailers",EventVester,,(A-B)/A,A,Customers,B, Customers previous period
705,ACI,Albertsons Companies Inc,Food Retailers,Memberships - Loyalty Memberships,Memberships,memberships,#,Number of Members,"memberships,  loyalty,  memberships, aci, albertsons companies , food retailers",EventVester,,A,A,Members,, 
706,ACI,Albertsons Companies Inc,Food Retailers,New Items launched,New Items launched,items,#,Number of New Items Launched,"new_items_launched, aci, albertsons companies , food retailers",EventVester,,A,A,New Items Launched,, 
707,ACI,Albertsons Companies Inc,Food Retailers,Retention rate - Retention rate with actively engaged members,Retention rate,%,%,Percentage of Members,"retention_rate,  retention_rate,  actively_engaged,  members, aci, albertsons companies , food retailers",EventVester,,(A-B)/A,A,Members,B, Member previous period
708,ACI,Albertsons Companies Inc,Food Retailers,Revenue by type - Fuel revenue,Revenue by type,$,$,Currency value of Revenue,"revenue,  fuel,  revenue, aci, albertsons companies , food retailers",EventVester,,A,A,Revenue,, 
709,ACI,Albertsons Companies Inc,Food Retailers,Revenue by type - Non-perishables revenue,Revenue by type,$,$,Currency value of Revenue,"revenue,  non_perishables,  revenue, aci, albertsons companies , food retailers",EventVester,,A,A,Revenue,, 
710,ACI,Albertsons Companies Inc,Food Retailers,Revenue by type - Other revenue,Revenue by type,$,$,Currency value of Revenue,"revenue,  other,  revenue, aci, albertsons companies , food retailers",EventVester,,A,A,Revenue,, 
711,ACI,Albertsons Companies Inc,Food Retailers,Revenue by type - Perishables revenue,Revenue by type,$,$,Currency value of per Unit Revenue,"revenue,  perishables,  revenue, aci, albertsons companies , food retailers",EventVester,,A,A,per Unit Revenue,, 
712,ACI,Albertsons Companies Inc,Food Retailers,Revenue by type - Pharmacy revenue,Revenue by type,$,$,Currency value of Revenue,"revenue,  pharmacy,  revenue, aci, albertsons companies , food retailers",EventVester,,A,A,Revenue,, 
713,ACI,Albertsons Companies Inc,Food Retailers,Sales growth - Digital sales growth,Sales growth,%,%,Percentage of Sales,"sales_growth,  digital_sales,  growth, aci, albertsons companies , food retailers",EventVester,,(A-B)/A,A,Sales,B, Sales previous period
714,ACI,Albertsons Companies Inc,Food Retailers,Sales growth - Identical sales growth,Sales growth,%,%,Percentage of Sales,"sales_growth,  identical_sales_growth, aci, albertsons companies , food retailers",EventVester,,(A-B)/A,A,Sales,B, Sales previous period
715,ACI,Albertsons Companies Inc,Food Retailers,Sales growth,Sales growth,%,%,Percentage of Sales,"sales_growth,  sales_growth, aci, albertsons companies , food retailers",EventVester,,(A-B)/A,A,Sales,B, Sales previous period
716,KR,THE KROGER CO.,Food Retailers,COVID-19 vaccins - COVID-19 vaccine doses administrated,COVID-19 vaccins,units,#,Number of Doses,"covid_19,  vaccins,  covid_19,  vaccine_doses_administrated, kr, the kroger co., food retailers",EventVester,,A,A,Doses,, 
717,KR,THE KROGER CO.,Food Retailers,Delivery locations,Delivery locations,locations,#,Number of Locations,"delivery_locations, kr, the kroger co., food retailers",EventVester,,A,A,Locations,, 
718,KR,THE KROGER CO.,Food Retailers,Delivery price per customer - unlimited delivery price per customer,Delivery price per customer,$/customer,$,Currency value of per Unit Customers Price,"delivery_price,  customer,  unlimited_delivery_price,  customer, kr, the kroger co., food retailers",EventVester,,A,A,per Unit Customers Price,, 
719,KR,THE KROGER CO.,Food Retailers,Hourly wage - Average hourly wage,Hourly wage,$,$,Currency value of Average,"hourly_wage,  hourly_wage, kr, the kroger co., food retailers",EventVester,,SUM(A1+A2+...+An)/n,Ai,Average,n,Number of Employees
720,KR,THE KROGER CO.,Food Retailers,Kroger households covered,Kroger households covered,%,%,Percentage of Households,"kroger,  households,  covered,  kroger,  households,  covered, kr, the kroger co., food retailers",EventVester,,(A-B)/A,A,Households,B, Households pervious period
721,KR,THE KROGER CO.,Food Retailers,new items launched,new items launched,items,#,Number of New Items,"new_items_launched, kr, the kroger co., food retailers",EventVester,,A,A,New Items,, 
722,KR,THE KROGER CO.,Food Retailers,Pickup locations,Pickup locations,locations,#,Number of Locations,"pickup_locations, kr, the kroger co., food retailers",EventVester,,A,A,Locations,, 
723,KR,THE KROGER CO.,Food Retailers,Segment Sales - Convenience stores,Segment Sales,$,$,Currency value of Segment Store Sales,"segment_sales,  convenience,  stores, kr, the kroger co., food retailers",EventVester,,A,A,Segment Stores Sales,, 
724,KR,THE KROGER CO.,Food Retailers,Segment Sales - Other Sales,Segment Sales,$,$,Currency value of Segment Sales,"segment_sales,  other_sales, kr, the kroger co., food retailers",EventVester,,A,A,Segment Sales,, 
725,KR,THE KROGER CO.,Food Retailers,Segment Sales - Supermarket Fuel Sales,Segment Sales,$,$,Currency value of Segment Sales,"segment_sales,  supermarket_fuel_sales, kr, the kroger co., food retailers",EventVester,,A,A,Segment Sales,, 
726,KR,THE KROGER CO.,Food Retailers,Segment Sales - Total sales ,Segment Sales,$,$,Currency value of Segment Total Sales,"segment_sales,  total_sales, kr, the kroger co., food retailers",EventVester,,A,A,Segment Total Sales,, 
727,KR,THE KROGER CO.,Food Retailers,Segment Sales - Total sales to retail customers without fuel,Segment Sales,$,$,Currency value of Segment Total Customers Sales,"segment_sales,  total_sales,  retail_customers,  out_fuel, kr, the kroger co., food retailers",EventVester,,A,A,Segment Total Customers Sales,, 
728,KR,THE KROGER CO.,Food Retailers,Segment Sales - Total Sales to Retail Customers without Fuel Sales,Segment Sales,$,$,Currency value of Segment Total Customers Sales,"segment_sales,  total_sales,  retail_customers,  out_fuel_sales, kr, the kroger co., food retailers",EventVester,,A,A,Segment Total Customers Sales,, 
729,KR,THE KROGER CO.,Food Retailers,"Segment Sales - Total Sales to Retail Customers without Fuel, Supermarket Fuel and Other 
Sales",Segment Sales,$,$,Currency value of Segment Total Customers Sales,"segment_sales,  total_sales,  retail_customers,  out_fuel,  supermarket_fuel,  other_, kr, the kroger co., food retailers",EventVester,,A,A,Segment Total Customers Sales,, 
730,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Revenue by product category - Dietary supplements revenue,Revenue by product category,$,$,Currency value of Revenue,"revenue,  dietary_supplements,  revenue, ngvc, natural grocers by vitamin cottage, food retailers",EventVester,,A,A,Revenue,, 
731,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Revenue by product category - Grocery revenue,Revenue by product category,$,$,Currency value of Revenue,"revenue,  grocery,  revenue, ngvc, natural grocers by vitamin cottage, food retailers",EventVester,,A,A,Revenue,, 
732,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Revenue by product category - Other revenue,Revenue by product category,$,$,Currency value of Revenue,"revenue,  other,  revenue, ngvc, natural grocers by vitamin cottage, food retailers",EventVester,,A,A,Revenue,, 
733,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores - Number of new stores,Stores,stores,#,Number of New Store,"stores,  new_stores, ngvc, natural grocers by vitamin cottage, food retailers",EventVester,,"COUNT(A1, A2,…,An)",Ai,New Stores,n,Number of Stores
734,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores - Number of new stores opened,Stores,stores,#,Number of New Store,"stores,  new_stores,  opened, ngvc, natural grocers by vitamin cottage, food retailers",EventVester,,"COUNT(A1, A2,…,An)",Ai,New Stores,n,Number of Stores
735,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores - Number of relocated/remodeled,Stores,stores,#,Number of Store,"stores,  relocated,  remodeled, ngvc, natural grocers by vitamin cottage, food retailers",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
736,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores - Number of stores relocated/remodeled,Stores,stores,#,Number of Store,"stores,  stores,  relocated,  remodeled, ngvc, natural grocers by vitamin cottage, food retailers",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores,n,Number of Stores
737,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores - Number of relocations/remodels,Stores,stores,#,Number of Store Locations,"stores,  relocations,  remodels, ngvc, natural grocers by vitamin cottage, food retailers",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores Locations,n,Number of Stores
738,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores - Total store count,Stores,stores,#,Number of Total Store Count,"stores,  total,  store,  count, ngvc, natural grocers by vitamin cottage, food retailers",EventVester,,"COUNT(A1, A2,…,An)",Ai,Total Stores Count,n,Number of Stores
739,SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Average store size,Average store size,stores,#,Number of Average Store,"average,  storesize,  average,  storesize, sfm, sprouts farmers market, food retailers",EventVester,,"COUNT(A1, A2,…,An)",Ai,Average Stores,n,Number of Stores
740,SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Comparable store sales growth,Comparable store sales growth,%,%,Percentage of Store Sales,"comparable_,  comparable_,  storesales_growth, sfm, sprouts farmers market, food retailers",EventVester,,(A-B)/A,A,Stores Sales,B, Sales previous period
