Ticker,Company Name,Industry,KPI Category,KPI Name,KPI Units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,Franchised Dealerships - Used vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,Franchised Dealerships - Wholesale vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,Franchised Dealerships Same Store - Retail new & used vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,Franchised Dealerships Same Store - Used vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,Franchised Dealerships Same Store - Used-to-New Ratio,Ratio
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,Franchised Dealerships Same Store -New vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,Franchised Dealerships Same Store -Wholesale vehicles,units
SFT,"Shift Technologies, Inc.",Automotive Retailers,Average days to sale,Average days to sale,days
SFT,"Shift Technologies, Inc.",Automotive Retailers,Average monthly unique visitors,Average monthly unique visitors,Mvisitor
SFT,"Shift Technologies, Inc.",Automotive Retailers,Average monthly unique visitors,Average monthly unique visitors,Units
SFT,"Shift Technologies, Inc.",Automotive Retailers,Average selling price- By segment,Ecommerce,$
SFT,"Shift Technologies, Inc.",Automotive Retailers,Average selling price- By segment,Wholesale,$
SFT,"Shift Technologies, Inc.",Automotive Retailers,Ecommerce ASP,Ecommerce ASP,$
SFT,"Shift Technologies, Inc.",Automotive Retailers,Ecommerce Units,Ecommerce Units,units
SFT,"Shift Technologies, Inc.",Automotive Retailers,Ecommerce vehicles available for sale,Ecommerce vehicles available for sale,units
SFT,"Shift Technologies, Inc.",Automotive Retailers,Gross Profit per Unit by segment,Ecommerce Gross Profit per Unit,$
SFT,"Shift Technologies, Inc.",Automotive Retailers,Gross Profit per Unit by segment,Other Gross Profit per Unit,$
SFT,"Shift Technologies, Inc.",Automotive Retailers,Gross Profit per Unit by segment,Wholesale Gross Profit per Unit,$
SFT,"Shift Technologies, Inc.",Automotive Retailers,Number of regional hubs,Number of regional hubs,Units
SFT,"Shift Technologies, Inc.",Automotive Retailers,Segment Revenue,"Ecommerce revenue, net",$M
SFT,"Shift Technologies, Inc.",Automotive Retailers,Segment Revenue,Other revenue,$M
SFT,"Shift Technologies, Inc.",Automotive Retailers,Segment Revenue,Wholesale vehicle revenue,$M
SFT,"Shift Technologies, Inc.",Automotive Retailers,Total units sold,Total units sold,Units
SFT,"Shift Technologies, Inc.",Automotive Retailers,Units sold by segment,Ecommerce units,Units
SFT,"Shift Technologies, Inc.",Automotive Retailers,Units sold by segment,Wholesale units,Units
SFT,"Shift Technologies, Inc.",Automotive Retailers,Units sold- By segment,Ecommerce,units
SFT,"Shift Technologies, Inc.",Automotive Retailers,Units sold- By segment,Wholesale,units
SFT,"Shift Technologies, Inc.",Automotive Retailers,Wholesale ASP,Wholesale ASP,$
VRM,Vroom Inc.,Automotive Retailers,Segment Revenue,All Other,$M
VRM,Vroom Inc.,Automotive Retailers,Segment Revenue,Ecommerce,$M
VRM,Vroom Inc.,Automotive Retailers,Segment Revenue,TDA,$M
VRM,Vroom Inc.,Automotive Retailers,Segment Revenue,Wholesale,$M
VRM,Vroom Inc.,Automotive Retailers,Unique visitors,Average monthly unique visitors,Million
VRM,Vroom Inc.,Automotive Retailers,Units Sold,E-commerce,MUnits
VRM,Vroom Inc.,Automotive Retailers,Units Sold,TDA,MUnits
VRM,Vroom Inc.,Automotive Retailers,Units Sold,Wholesale,MUnits
BIG,BIG LOTS INC,Department Stores,Merchandise Sales,"Apparel, Electronics, & Other",$M
BIG,BIG LOTS INC,Department Stores,Merchandise Sales,Consumables,$M
BIG,BIG LOTS INC,Department Stores,Merchandise Sales,Food,$M
BIG,BIG LOTS INC,Department Stores,Merchandise Sales,Furniture,$M
BIG,BIG LOTS INC,Department Stores,Merchandise Sales,Hard Home,$M
BIG,BIG LOTS INC,Department Stores,Merchandise Sales,Seasonal,$M
BIG,BIG LOTS INC,Department Stores,Merchandise Sales,Soft Home,$M
BIG,BIG LOTS INC,Department Stores,Revenue,Ecommerce ,%
BIG,BIG LOTS INC,Department Stores,Revenue,Revenue,$M
BIG,BIG LOTS INC,Department Stores,Revenues by merchandise category,Consumables,$M
BIG,BIG LOTS INC,Department Stores,Revenues by merchandise category,"Electronics, Toys, & Accessories",$M
BIG,BIG LOTS INC,Department Stores,Revenues by merchandise category,Food,$M
BIG,BIG LOTS INC,Department Stores,Revenues by merchandise category,Furniture,$M
BIG,BIG LOTS INC,Department Stores,Revenues by merchandise category,Hard Home,$M
BIG,BIG LOTS INC,Department Stores,Revenues by merchandise category,Seasonal,$M
BIG,BIG LOTS INC,Department Stores,Revenues by merchandise category,Soft Home,$M
BURL,BURLINGTON STORES INC,Department Stores,Lease Payments,Total Long Term Lease Liabilities,$M
BURL,BURLINGTON STORES INC,Department Stores,Sales,Other Revenue,$M
BURL,BURLINGTON STORES INC,Department Stores,Sales,Sales,$M
BURL,BURLINGTON STORES INC,Department Stores,Stores,New store count potential,stores
BURL,BURLINGTON STORES INC,Department Stores,Stores,Total Closed or Relocated Stores,Units
BURL,BURLINGTON STORES INC,Department Stores,Stores,Total New Stores,Units
BURL,BURLINGTON STORES INC,Department Stores,Stores,Total operating stores,Units
DDS,DILLARDS INC,Department Stores,Net Sales by Segment,Construction,$M
DDS,DILLARDS INC,Department Stores,Net Sales by Segment,Construction,%
DDS,DILLARDS INC,Department Stores,Net Sales by Segment,Retail Operations,$M
DDS,DILLARDS INC,Department Stores,Net Sales by Segment,Retail operations,%
DDS,DILLARDS INC,Department Stores,Sales,Retail sales per square foot,$
DDS,DILLARDS INC,Department Stores,Stores,Total retail store count at end of period,nos
GO,Grocery Outlet Holding Corp,Department Stores,Comparable store sales,Comparable store sales,% Increase
GO,Grocery Outlet Holding Corp,Department Stores,New stores opened,New stores opened,No
GO,Grocery Outlet Holding Corp,Department Stores,Revenue by Type,Non-perishable,$M
GO,Grocery Outlet Holding Corp,Department Stores,Revenue by Type,Perishable,$M
GO,Grocery Outlet Holding Corp,Department Stores,Stores,Stores count,Units
KSS,KOHL'S CORPORATION,Department Stores,Additional shops,Planning Underway,No. of shops
KSS,KOHL'S CORPORATION,Department Stores,Card holders,Kohl's Charge card holders,Million units
KSS,KOHL'S CORPORATION,Department Stores,Customer acquisition,Sephora customers new to Kohl's,%
KSS,KOHL'S CORPORATION,Department Stores,Customers,Active Customers,Million units
KSS,KOHL'S CORPORATION,Department Stores,Kohl's shops and comprehensive digital experience,Sephora,No. of shops
KSS,KOHL'S CORPORATION,Department Stores,Loyalty Members,Loyalty Members,Million units
KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue,Accessories,$M
KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue,Children's,$M
KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue,Footwear,$M
KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue,Home,$M
KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue,Men's,$M
KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue,MenÃ¢â‚¬â„¢s,$M
KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue,Other revenue,$M
KSS,KOHL'S CORPORATION,Department Stores,Segment Revenue,Women's,$M
KSS,KOHL'S CORPORATION,Department Stores,Store visits,Store visits,Million units
KSS,KOHL'S CORPORATION,Department Stores,Total stores,Total stores,units
KSS,KOHL'S CORPORATION,Department Stores,User growth,Kohl's App user growth,%
KSS,KOHL'S CORPORATION,Department Stores,Website visits,Website visits,Billion units
M,"MACY'S, INC.",Department Stores,New customers,New customers,% increase
M,"MACY'S, INC.",Department Stores,New customers,New customers,M
M,"MACY'S, INC.",Department Stores,New customers,Through the digital channel,%
M,"MACY'S, INC.",Department Stores,New customers  through Digital Channel,New customers  through Digital Channel,%
M,"MACY'S, INC.",Department Stores,Number of New Customers,Number of New Customers,Mcustomers
M,"MACY'S, INC.",Department Stores,Revenue by Business type,Home/Other,$M
M,"MACY'S, INC.",Department Stores,Revenue by Business type,Men's and Kids',$M
M,"MACY'S, INC.",Department Stores,Revenue by Business type,"Women's Accessories, Intimate Apparel, Shoes, Cosmetics and Fragrances",$M
M,"MACY'S, INC.",Department Stores,Revenue by Business type,Women's Apparel,$M
M,"MACY'S, INC.",Department Stores,Segment Revenue,"Credit card revenues, net",$M
M,"MACY'S, INC.",Department Stores,Segment Revenue,Home/Other,$M
M,"MACY'S, INC.",Department Stores,Segment Revenue,Men's and Kids',$M
M,"MACY'S, INC.",Department Stores,Segment Revenue,Net sales,$M
M,"MACY'S, INC.",Department Stores,Segment Revenue,"Women's Accessories, Intimate Apparel, Shoes, Cosmetics and Fragrances",$M
M,"MACY'S, INC.",Department Stores,Segment Revenue,Women's Apparel,$M
OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Average Net Sales Per Store,Average Net Sales Per Store,$
OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Comparable Store Count,Comparable Store Count,Stores
OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Net Sales,Net Sales,$M
OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Stores,Number of Closed Stores,Stores
OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Stores,Number of New Stores,Stores
OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Stores,Number of Stores,Stores
OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Stores,Number of Stores Open at Beginning of Quarter,Stores
OLLI,Ollie's Bargain Outlet Holdings Inc,Department Stores,Stores,Number of Stores Re-Opened,Stores
PRTY,PARTY CITY HOLDCO INC,Department Stores,Comparable Sales,Brand comparable sales,% Increase YoY
PRTY,PARTY CITY HOLDCO INC,Department Stores,New Stores Openings,Corporate Stores,Units
PRTY,PARTY CITY HOLDCO INC,Department Stores,New Stores Openings,Franchise Stores,Units
PRTY,PARTY CITY HOLDCO INC,Department Stores,Number of Franchise Stores,Number of Franchise Stores,stores
PRTY,PARTY CITY HOLDCO INC,Department Stores,Number of Stores,Corporate Stores,Units
PRTY,PARTY CITY HOLDCO INC,Department Stores,Number of Stores,Franchise Stores,Units
PRTY,PARTY CITY HOLDCO INC,Department Stores,Number of Stores,Halloween City Stores,Units
PRTY,PARTY CITY HOLDCO INC,Department Stores,Segment Sales,Net Wholesale,$M
PRTY,PARTY CITY HOLDCO INC,Department Stores,Segment Sales,Retail,$M
PRTY,PARTY CITY HOLDCO INC,Department Stores,Segment Sales,Wholesale,$M
PRTY,PARTY CITY HOLDCO INC,Department Stores,Share of Shelf,Manufacturing Share of Shelf,%
PRTY,PARTY CITY HOLDCO INC,Department Stores,Share of Shelf,Wholesale Share of Shelf,%
PRTY,PARTY CITY HOLDCO INC,Department Stores,Store Acquisitions,Corporate Stores,Units
PRTY,PARTY CITY HOLDCO INC,Department Stores,Store Closures,Corporate Stores,Units
PRTY,PARTY CITY HOLDCO INC,Department Stores,Store Closures,Franchise Stores,Units
PRTY,PARTY CITY HOLDCO INC,Department Stores,Store Count,Grand Total,stores
PRTY,PARTY CITY HOLDCO INC,Department Stores,Store Sales,Franchise Stores Sold to Party City,Units
PRTY,PARTY CITY HOLDCO INC,Department Stores,Stores,The total number of corporate Party City stores,stores
RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Revenue by Category,Furniture Revenue,$M
RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Revenue by Category,Non-Furniture Revenue,$M
RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Segment Revenue,RH Segment Revenue,$M
RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Segment Revenue,Waterworks Revenue,$M
RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Stores,Total Galleries,Stores
RH,RESTORATION HARDWARE HOLDINGS INC,Department Stores,Stores,Waterworks Showrooms,Stores
VRA,Vera Bradley,Department Stores,Revenue by Product Category,Accessories Revenue,$M
VRA,Vera Bradley,Department Stores,Revenue by Product Category,Apparel/Footwear Revenue,$M
VRA,Vera Bradley,Department Stores,Revenue by Product Category,Bags Revenue,$M
VRA,Vera Bradley,Department Stores,Revenue by Product Category,Home Revenue,$M
VRA,Vera Bradley,Department Stores,Revenue by Product Category,Other Revenue,$M
VRA,Vera Bradley,Department Stores,Revenue by Product Category,Travel Revenue,$M
VRA,Vera Bradley,Department Stores,Segment Revenue,Pura Vida Segment Revenue,$M
VRA,Vera Bradley,Department Stores,Segment Revenue,VB Direct Segment Revenue,$M
VRA,Vera Bradley,Department Stores,Segment Revenue,VB Indirect Segment Revenue,$M
VRA,Vera Bradley,Department Stores,Stores,Total Stores,Stores
ACI,Albertsons Companies Inc,Food Retailers,Customer reach,Customer reach with Drive Up & Go and Home Delivery,%
ACI,Albertsons Companies Inc,Food Retailers,Memberships,Loyalty Memberships,MMemberships
ACI,Albertsons Companies Inc,Food Retailers,New Items launched,New Items launched,Nos
ACI,Albertsons Companies Inc,Food Retailers,Retention rate,Retention rate with actively engaged members,%
ACI,Albertsons Companies Inc,Food Retailers,Revenue by type,Fuel revenue,$M
ACI,Albertsons Companies Inc,Food Retailers,Revenue by type,Non-perishables revenue,$M
ACI,Albertsons Companies Inc,Food Retailers,Revenue by type,Other revenue,$M
ACI,Albertsons Companies Inc,Food Retailers,Revenue by type,Perishables revenue,$M
ACI,Albertsons Companies Inc,Food Retailers,Revenue by type,Pharmacy revenue,$M
ACI,Albertsons Companies Inc,Food Retailers,Sales growth,Digital sales growth,%
ACI,Albertsons Companies Inc,Food Retailers,Sales growth,Identical sales growth,%
ACI,Albertsons Companies Inc,Food Retailers,Sales growth,Sales growth,%
KR,THE KROGER CO.,Food Retailers,COVID-19 vaccins,COVID-19 vaccine doses administrated,million units
KR,THE KROGER CO.,Food Retailers,Delivery locations,Delivery locations,locations
KR,THE KROGER CO.,Food Retailers,Delivery price per customer,unlimited delivery price per customer,$
KR,THE KROGER CO.,Food Retailers,Hourly wage,Average hourly wage,$
KR,THE KROGER CO.,Food Retailers,Kroger households covered,Kroger households covered,%
KR,THE KROGER CO.,Food Retailers,new items launched,new items launched,items
KR,THE KROGER CO.,Food Retailers,Pickup locations,Pickup locations,locations
KR,THE KROGER CO.,Food Retailers,Segment Sales,Convenience stores,$M
KR,THE KROGER CO.,Food Retailers,Segment Sales,Other Sales,$M
KR,THE KROGER CO.,Food Retailers,Segment Sales,Supermarket Fuel Sales,$M
KR,THE KROGER CO.,Food Retailers,Segment Sales,Total sales ,$M
KR,THE KROGER CO.,Food Retailers,Segment Sales,Total sales to retail customers without fuel,$M
KR,THE KROGER CO.,Food Retailers,Segment Sales,Total Sales to Retail Customers without Fuel Sales,$M
KR,THE KROGER CO.,Food Retailers,Segment Sales,"Total Sales to Retail Customers without Fuel, Supermarket Fuel and Other 
Sales",$M
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Revenue by product category,Dietary supplements revenue,$M
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Revenue by product category,Grocery revenue,$M
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Revenue by product category,Other revenue,$M
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores,Number of new stores,Stores
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores,Number of new stores opened,Stores
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores,Number of relocated/remodeled,Stores
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores,Number of stores relocated/remodeled,Stores
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores,Number of relocations/remodels,Stores
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Food Retailers,Stores,Total store count,Stores
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Average store size,Average store size,Sq. Ft.
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Comparable store sales growth,Comparable store sales growth,%
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Comparable Store Sales Growth,Comparable Store Sales Growth,% Decrease
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Comparable Store Sales Growth,Comparable Store Sales Growth,% Increase
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,New Store Openings,Annual Unit Growth,%
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,New Store Openings,Unit Growth,Units
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Number of Stores,Number of Stores,Units
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Revenue,Non-Perishables,$M
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Revenue,Perishables,$M
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Store Closures,Store Closures,Units
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Store Relocations,Store Relocations,Units
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Total Number of Stores,Total Number of Stores,Units
SFM,"Sprouts Farmers Market, Inc.",Food Retailers,Unit growth,Unit growth,Units
SPTN,SpartanNash Co,Food Retailers,Segment Revenues,Food Distribution Revenue,$M
SPTN,SpartanNash Co,Food Retailers,Segment Revenues,Military Revenue,$M
SPTN,SpartanNash Co,Food Retailers,Segment Revenues,Retail Revenue,$M
SPTN,SpartanNash Co,Food Retailers,Sub Segment Revenue by Category,Center store Revenue,$M
SPTN,SpartanNash Co,Food Retailers,Sub Segment Revenue by Category,Fresh Revenue,$M
SPTN,SpartanNash Co,Food Retailers,Sub Segment Revenue by Category,Fuel Revenue,$M
SPTN,SpartanNash Co,Food Retailers,Sub Segment Revenue by Category,Individuals Revenue,$M
SPTN,SpartanNash Co,Food Retailers,Sub Segment Revenue by Category,"Manufacturers, brokers and distributors Revenue",$M
SPTN,SpartanNash Co,Food Retailers,Sub Segment Revenue by Category,Non-food Revenue,$M
SPTN,SpartanNash Co,Food Retailers,Sub Segment Revenue by Category,Other Revenue,$M
SPTN,SpartanNash Co,Food Retailers,Sub Segment Revenue by Category,Other Revenue from products,$M
SPTN,SpartanNash Co,Food Retailers,Sub Segment Revenue by Category,Retailers Revenue,$M
BBBY,BED BATH & BEYOND INC.,Home Furnishings Retailers,Fleet Optimization,Fleet Optimization,%
BBBY,BED BATH & BEYOND INC.,Home Furnishings Retailers,Net Sales,Non Core Banner Net Sales,%
BBBY,BED BATH & BEYOND INC.,Home Furnishings Retailers,No of Stores,Stores Closed,BBB Stores
BBBY,BED BATH & BEYOND INC.,Home Furnishings Retailers,No of Stores,Stores Closed,BBB Stores
BBBY,BED BATH & BEYOND INC.,Home Furnishings Retailers,Sales Penetration,Digital Sales Penetration,%
BBBY,BED BATH & BEYOND INC.,Home Furnishings Retailers,Website,Visits to Website,MUsers
HOME,At Home Group Inc.,Home Furnishings Retailers,Net Sales,Accent decor,%
HOME,At Home Group Inc.,Home Furnishings Retailers,Net Sales,Home furnishings,%
HOME,At Home Group Inc.,Home Furnishings Retailers,Net Sales,Other,%
HOME,At Home Group Inc.,Home Furnishings Retailers,Stores,Total stores,Nos.
LOVE,Lovesac Co,Home Furnishings Retailers,Net Sales by Channel,Internet Net Sales,$M
LOVE,Lovesac Co,Home Furnishings Retailers,Net Sales by Channel,Other Net Sales,$M
LOVE,Lovesac Co,Home Furnishings Retailers,Net Sales by Channel,Showrooms Net Sales,$M
LOVE,Lovesac Co,Home Furnishings Retailers,Net Sales by Product,Accessories Net Sales,$M
LOVE,Lovesac Co,Home Furnishings Retailers,Net Sales by Product,Accessories Net Sales,-
LOVE,Lovesac Co,Home Furnishings Retailers,Net Sales by Product,Other Net Sales,$M
LOVE,Lovesac Co,Home Furnishings Retailers,Net Sales by Product,Sacs Net Sales,$M
LOVE,Lovesac Co,Home Furnishings Retailers,Net Sales by Product,Sactionals Net Sales,$M
LOVE,Lovesac Co,Home Furnishings Retailers,Showroom Count,Ending Showroom Count,Stores
WSM,"WILLIAMS-SONOMA, INC",Home Furnishings Retailers,"Average Leased Square
Footage Per Store","Average Leased Square
Footage Per Store",-
WSM,"WILLIAMS-SONOMA, INC",Home Furnishings Retailers,"Average Leased Square
Footage Per Store","Average Leased Square
Footage Per Store",Square Foot
WSM,"WILLIAMS-SONOMA, INC",Home Furnishings Retailers,Closings Store Count,Closings Store Count,Stores
WSM,"WILLIAMS-SONOMA, INC",Home Furnishings Retailers,Openings Store Count,Openings Store Count,Stores
WSM,"WILLIAMS-SONOMA, INC",Home Furnishings Retailers,Revenue by Brand,Other,$M
WSM,"WILLIAMS-SONOMA, INC",Home Furnishings Retailers,Revenue by Brand,Pottery Barn,$M
WSM,"WILLIAMS-SONOMA, INC",Home Furnishings Retailers,Revenue by Brand,Pottery Barn Kids and Teen,$M
WSM,"WILLIAMS-SONOMA, INC",Home Furnishings Retailers,Revenue by Brand,West Elm,$M
WSM,"WILLIAMS-SONOMA, INC",Home Furnishings Retailers,Revenue by Brand,Williams Sonoma,$M
WSM,"WILLIAMS-SONOMA, INC",Home Furnishings Retailers,Total Store Count,Total Store Count,Stores
BLDR,BUILDERS FIRSTSOURCE INC,Home Improvement Retailers,Revenue by Category,"Gypsum, roofing & insulation",$M
BLDR,BUILDERS FIRSTSOURCE INC,Home Improvement Retailers,Revenue by Category,Lumber & lumber sheet goods,$M
BLDR,BUILDERS FIRSTSOURCE INC,Home Improvement Retailers,Revenue by Category,Manufactured products,$M
BLDR,BUILDERS FIRSTSOURCE INC,Home Improvement Retailers,Revenue by Category,Other building products & services,$M
BLDR,BUILDERS FIRSTSOURCE INC,Home Improvement Retailers,Revenue by Category,"Siding, metal & concrete products",$M
BLDR,BUILDERS FIRSTSOURCE INC,Home Improvement Retailers,Revenue by Category,"Windows, doors & millwork",$M
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Revenue By Type,Adjacent categories,$M
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Revenue By Type,Decorative accessories / wall tile,$M
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Revenue By Type,Installation materials and tools,$M
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Revenue By Type,Laminate / luxury vinyl plank,$M
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Revenue By Type,Natural stone,$M
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Revenue By Type,Other,$M
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Revenue By Type,Tile,$M
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Revenue By Type,Wood,$M
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Stores,New warehouse stores,Units
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Stores,new warehouse-format stores,stores
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Stores,warehouse stores operating,stores
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retailers,Studios,Design studios,Units
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Average ticket,Average ticket,$
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Average Ticket,Change in Average Ticket,% Increase
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Big Ticket Sales,Big Ticket Sales,% Increase YoY
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Comparable Average Ticket,Comparable Average Ticket,% Increase YoY
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Comparable Sales,Change in Comparable Sales,% Increase
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Comparable sales,Total comparable sales,%
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Comparable Store Sales,Comparable Store Sales,% Increase YoY
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Comparable Transactions,Comparable Transactions,% Decrease YoY
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Comparable Transactions,Comparable Transactions,% Increase YoY
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Customer Transactions,Comparable Customer Transactions,% Decrease
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Customer Transactions,Customer Transactions,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Customer transactions,Customer transactions (in millions),M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Geographic Net Sales,Outside the U.S. Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Geographic Net Sales,U.S. Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Geographic Sales,Outside the U.S. Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Geographic Sales,U.S. Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Net sales by major product lines,Building Materials Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Net sales by major product lines,Decor Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Net sales by major product lines,Hardlines Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Net sales by products,Products Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Net sales by Services,Services Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Number of Stores,Number of Stores,Units
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Online Sales,Online Sales,%
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Online Sales,Online Sales,% Increase YoY
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,ROIC,(ROIC) Return on Invested Capital,%
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,ROIC,(ROIC) Return on Invested Capital,% Increase YoY
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Sales per square foot,Sales per square foot,$
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Segment Sales,Building Materials Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Segment Sales,Decor Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Segment Sales,Hardlines Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Segment Sales,Online Sales,
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Segment Sales,Online Sales,% Increase YoY
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Segment Sales,Products Net Sales,$M
HD,"THE HOME DEPOT, INC.",Home Improvement Retailers,Segment Sales,Services Net Sales,$M
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Average Ticket,Change in Average Ticket,$
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Comparable Sales,Change in Comparable Sales,%
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Customer Transactions,Total Customer Transactions,M
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Geographical Sales,Canada Sales,$M
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Geographical Sales,International Sales,$M
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Geographical Sales,"United States	",$M
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Merchandise Sales,Building Products Sales,$M
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Merchandise Sales,Hardlines Sales,$M
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Merchandise Sales,Home Decor Sales,$M
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Merchandise Sales,Other Sales,$M
LOW,"LOWE'S COMPANIES, INC.",Home Improvement Retailers,Net sales,Net sales,$M
